CDBASE;DATE_Livraison;PICKING;QTE_Permanent;QTE_Promo;QTE_totale;CA_HT_Permanent;CA_HT_Promo;CA_HT_total;CA_TTC_Permanent;CA_TTC_Promo;CA_TTC_total
3832955;27/05/2025;Picking Entrepot;25;;25;33,4;;33,4;35,2;;35,2
3833030;27/05/2025;Picking Entrepot;7;;7;9;;9;9,4;;9,4
3834450;27/05/2025;Picking Entrepot;2;;2;17,2;;17,2;20,7;;20,7
3834475;27/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
3834646;27/05/2025;Picking Entrepot;5;;5;14,4;;14,4;15,2;;15,2
3834768;27/05/2025;Picking Entrepot;2;1;3;8,9;4,5;13,3;9,4;4,7;14,1
3835047;27/05/2025;Picking Entrepot;38;;38;55,9;;55,9;58,9;;58,9
3835070;27/05/2025;Picking Entrepot;27;3;30;25,6;2,9;28,5;27;3;30
3835073;27/05/2025;Picking Entrepot;3;;3;2,6;;2,6;2,8;;2,8
3835336;27/05/2025;Picking Entrepot;13;;13;28,2;;28,2;29,8;;29,8
3835738;27/05/2025;Picking Entrepot;9;;9;12,7;;12,7;13,4;;13,4
3835815;27/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,5;;1,5
3836795;27/05/2025;Picking Entrepot;3;;3;5;;5;5,2;;5,2
3837667;27/05/2025;Picking Entrepot;3;;3;5,2;;5,2;5,5;;5,5
3839990;27/05/2025;Picking Entrepot;12;24;36;38,9;66,1;105;46,7;79,3;126
3840061;27/05/2025;Picking Entrepot;2;;2;10,6;;10,6;12,7;;12,7
3840212;27/05/2025;Picking Entrepot;;1;1;;2,4;2,4;;2,5;2,5
3841209;27/05/2025;Picking Entrepot;2;;2;4,9;;4,9;5,2;;5,2
3841615;27/05/2025;Picking Entrepot;5;;5;9,4;;9,4;9,9;;9,9
3841762;27/05/2025;Picking Entrepot;;3;3;;14,9;14,9;;17,9;17,9
3842047;27/05/2025;Picking Entrepot;4;;4;6,8;;6,8;7,2;;7,2
3842228;27/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
3842267;27/05/2025;Picking Entrepot;6;;6;11,3;;11,3;11,9;;11,9
3842796;27/05/2025;Picking Entrepot;1;;1;5,1;;5,1;5,4;;5,4
3844751;27/05/2025;Picking Entrepot;11;;11;12,5;;12,5;13,2;;13,2
3844753;27/05/2025;Picking Entrepot;3;;3;6,2;;6,2;6,6;;6,6
3844757;27/05/2025;Picking Entrepot;2;;2;22,9;;22,9;27,5;;27,5
3845199;27/05/2025;Picking Entrepot;21;1;22;36,8;1,8;38,6;38,9;1,9;40,7
3847409;27/05/2025;Picking Entrepot;1;2;3;2,5;4,9;7,4;2,6;5,2;7,8
3847445;27/05/2025;Picking Entrepot;2;;2;6,4;;6,4;6,7;;6,7
3847991;27/05/2025;Picking Entrepot;3;;3;9;;9;9,4;;9,4
3848705;27/05/2025;Picking Entrepot;3;;3;8,4;;8,4;8,8;;8,8
3849209;27/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
3849821;27/05/2025;Picking Entrepot;1;14;15;2,3;30,8;33,1;2,4;32,5;34,9
3851488;27/05/2025;Picking Entrepot;7;;7;14,3;;14,3;15,1;;15,1
3851928;27/05/2025;Picking Entrepot;2;12;14;2,6;16,4;19;2,8;17,3;20,1
3852109;27/05/2025;Picking Entrepot;3;;3;4;;4;4,2;;4,2
3852461;27/05/2025;Picking Entrepot;5;;5;16,1;;16,1;17,1;;17,1
3856385;27/05/2025;Picking Entrepot;4;;4;5,7;;5,7;6;;6
3856408;27/05/2025;Picking Entrepot;7;;7;16,5;;16,5;17,4;;17,4
3856886;27/05/2025;Picking Entrepot;28;;28;46,5;;46,5;49;;49
3857608;27/05/2025;Picking Entrepot;6;;6;19,7;;19,7;20,7;;20,7
3858760;27/05/2025;Picking Entrepot;7;;7;11,5;;11,5;12,1;;12,1
3862083;27/05/2025;Picking Entrepot;2;;2;1,1;;1,1;1,3;;1,3
3862914;27/05/2025;Picking Entrepot;;2;2;;4,5;4,5;;4,7;4,7
3862927;27/05/2025;Picking Entrepot;19;;19;43;;43;45,4;;45,4
3863311;27/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
3863634;27/05/2025;Picking Entrepot;2;;2;3,5;;3,5;3,7;;3,7
3864327;27/05/2025;Picking Entrepot;3;9;12;7,1;22;29,1;7,5;23,2;30,7
3864693;27/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,5;;2,5
3865403;27/05/2025;Picking Entrepot;;6;6;;13,8;13,8;;14,5;14,5
3865866;27/05/2025;Picking Entrepot;3;;3;8;;8;9,6;;9,6
3866302;27/05/2025;Picking Entrepot;10;;10;21,3;;21,3;22,4;;22,4
3866389;27/05/2025;Picking Entrepot;1;;1;2,6;;2,6;2,8;;2,8
3867561;27/05/2025;Picking Entrepot;7;;7;7;;7;7,3;;7,3
3867906;27/05/2025;Picking Entrepot;156;;156;76,8;;76,8;81,1;;81,1
3869194;27/05/2025;Picking Entrepot;22;;22;50,3;;50,3;53;;53
3871879;27/05/2025;Picking Entrepot;1;;1;4,7;;4,7;5;;5
3873931;27/05/2025;Picking Entrepot;9;1;10;25,7;2,8;28,5;27,1;3;30,1
3878566;27/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,5;;2,5
3879091;27/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
3880990;27/05/2025;Picking Entrepot;2;;2;3,5;;3,5;3,7;;3,7
3887246;27/05/2025;Picking Entrepot;12;;12;18,8;;18,8;19,8;;19,8
3887697;27/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
3888747;27/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,4;;2,4
3889398;27/05/2025;Picking Entrepot;1;;1;4,2;;4,2;4,4;;4,4
3890103;27/05/2025;Picking Entrepot;3;;3;8,2;;8,2;8,6;;8,6
3894050;27/05/2025;Picking Entrepot;2;;2;10,1;;10,1;10,7;;10,7
3896820;27/05/2025;Picking Entrepot;7;;7;11,8;;11,8;12,4;;12,4
3896989;27/05/2025;Picking Entrepot;2;;2;5,1;;5,1;5,4;;5,4
3901209;27/05/2025;Picking Entrepot;2;;2;2,5;;2,5;2,6;;2,6
3901913;27/05/2025;Picking Entrepot;2;;2;3;;3;3,2;;3,2
3907829;27/05/2025;Picking Entrepot;;1;1;;6,9;6,9;;7,3;7,3
3915153;27/05/2025;Picking Entrepot;5;;5;8;;8;8,4;;8,4
3917151;27/05/2025;Picking Entrepot;3;;3;4,7;;4,7;5;;5
3918319;27/05/2025;Picking Entrepot;5;;5;22,3;;22,3;26,8;;26,8
3923459;27/05/2025;Picking Entrepot;12;;12;30,7;;30,7;32,4;;32,4
3923835;27/05/2025;Picking Entrepot;3;;3;6,5;;6,5;6,9;;6,9
3928240;27/05/2025;Picking Entrepot;1;;1;3,6;;3,6;3,9;;3,9
3935748;27/05/2025;Picking Entrepot;3;;3;4,5;;4,5;4,8;;4,8
3936576;27/05/2025;Picking Entrepot;4;;4;6,3;;6,3;6,6;;6,6
3937027;27/05/2025;Picking Entrepot;5;;5;8,6;;8,6;9,1;;9,1
3937151;27/05/2025;Picking Entrepot;;12;12;;109,2;109,2;;115,2;115,2
3937887;27/05/2025;Picking Entrepot;4;;4;5,5;;5,5;5,8;;5,8
3944757;27/05/2025;Picking Entrepot;2;;2;5,1;;5,1;5,4;;5,4
3946952;27/05/2025;Picking Entrepot;4;4;8;9,1;8,2;17,3;9,6;8,6;18,3
3947675;27/05/2025;Picking Entrepot;11;;11;18,3;;18,3;19,2;;19,2
3948665;27/05/2025;Picking Entrepot;19;;19;17,8;;17,8;18,8;;18,8
3948802;27/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
3954079;27/05/2025;Picking Entrepot;4;;4;13,6;;13,6;14,4;;14,4
3956170;27/05/2025;Picking Entrepot;38;;38;178;;178;187,8;;187,8
3958378;27/05/2025;Picking Entrepot;2;;2;13,3;;13,3;14;;14
3958617;27/05/2025;Picking Entrepot;1;1;2;7,4;7,4;14,9;7,8;7,8;15,7
3962221;27/05/2025;Picking Entrepot;12;;12;25,5;;25,5;26,9;;26,9
3962436;27/05/2025;Picking Entrepot;3;;3;7,3;;7,3;7,7;;7,7
3963856;27/05/2025;Picking Entrepot;7;;7;11,4;;11,4;12,1;;12,1
3965522;27/05/2025;Picking Entrepot;44;;44;66,6;;66,6;70,3;;70,3
3965809;27/05/2025;Picking Entrepot;3;;3;4,8;;4,8;5,1;;5,1
3968074;27/05/2025;Picking Entrepot;6;2;8;14,9;4,9;19,8;15,7;5,2;20,8
3968214;27/05/2025;Picking Entrepot;2;1;3;5,7;2,8;8,5;6;3;9
3970901;27/05/2025;Picking Entrepot;30;;30;25,6;;25,6;27;;27
3983043;27/05/2025;Picking Entrepot;1;;1;4,4;;4,4;5,3;;5,3
3990746;27/05/2025;Picking Entrepot;70;;70;90,1;;90,1;95;;95
3992015;27/05/2025;Picking Entrepot;7;;7;7,3;;7,3;7,7;;7,7
3993294;27/05/2025;Picking Entrepot;2;5;7;4,5;11,5;16,1;4,8;12,2;16,9
3993299;27/05/2025;Picking Entrepot;19;1;20;63;3,6;66,5;66,4;3,8;70,2
3993380;27/05/2025;Picking Entrepot;3;;3;4,8;;4,8;5;;5
3995249;27/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
3995570;27/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,2;;2,2
3995573;27/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,2;;2,2
3995843;27/05/2025;Picking Entrepot;5;;5;27,4;;27,4;28,9;;28,9
3996504;27/05/2025;Picking Entrepot;24;;24;31,6;;31,6;33,3;;33,3
3996518;27/05/2025;Picking Entrepot;11;;11;20,7;;20,7;21,9;;21,9
3996532;27/05/2025;Picking Entrepot;3;;3;5,9;;5,9;6,2;;6,2
3998348;27/05/2025;Picking Entrepot;6;;6;33,7;;33,7;40,4;;40,4
3999373;27/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2,2;;2,2
3999974;27/05/2025;Picking Entrepot;2;;2;4,3;;4,3;4,5;;4,5
4000007;27/05/2025;Picking Entrepot;2;;2;3,7;;3,7;3,9;;3,9
4000624;27/05/2025;Picking Entrepot;7;;7;16,2;;16,2;17,1;;17,1
4003742;27/05/2025;Picking Entrepot;1;;1;4,7;;4,7;5,6;;5,6
4004112;27/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,4;;1,4
4004121;27/05/2025;Picking Entrepot;7;;7;9,6;;9,6;10,2;;10,2
4006031;27/05/2025;Picking Entrepot;8;;8;19,4;;19,4;20,5;;20,5
4006743;27/05/2025;Picking Entrepot;4;;4;12,8;;12,8;13,5;;13,5
4007656;27/05/2025;Picking Entrepot;5;;5;8,9;;8,9;9,4;;9,4
4009861;27/05/2025;Picking Entrepot;3;;3;7,2;;7,2;7,5;;7,5
4009900;27/05/2025;Picking Entrepot;1;3;4;2,5;6,6;9,2;2,7;7;9,7
4012752;27/05/2025;Picking Entrepot;3;;3;4,8;;4,8;5;;5
4013065;27/05/2025;Picking Entrepot;;1;1;;4,6;4,6;;4,9;4,9
4013111;27/05/2025;Picking Entrepot;;1;1;;15;15;;17,9;17,9
4013755;27/05/2025;Picking Entrepot;21;;21;35,5;;35,5;37,4;;37,4
4014600;27/05/2025;Picking Entrepot;;11;11;;12,3;12,3;;12,9;12,9
4015741;27/05/2025;Picking Entrepot;6;;6;10,6;;10,6;11,2;;11,2
4016655;27/05/2025;Picking Entrepot;4;;4;11,3;;11,3;12;;12
4016933;27/05/2025;Picking Entrepot;2;;2;7,8;;7,8;8,2;;8,2
4017151;27/05/2025;Picking Entrepot;5;;5;14;;14;14,8;;14,8
4017226;27/05/2025;Picking Entrepot;2;;2;2,5;;2,5;2,7;;2,7
4018150;27/05/2025;Picking Entrepot;1;;1;3,2;;3,2;3,4;;3,4
4018172;27/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
4020005;27/05/2025;Picking Entrepot;1;1;2;3,2;2,1;5,3;3,4;2,2;5,5
4023488;27/05/2025;Picking Entrepot;2;;2;2,2;;2,2;2,6;;2,6
4026112;27/05/2025;Picking Entrepot;4;;4;9,4;;9,4;10;;10
4026636;27/05/2025;Picking Entrepot;1;;1;15,3;;15,3;18,4;;18,4
4027601;27/05/2025;Picking Entrepot;5;;5;28,4;;28,4;29,9;;29,9
4030952;27/05/2025;Picking Entrepot;2;13;15;4,2;22;26,2;4,4;23,9;28,2
4038104;27/05/2025;Picking Entrepot;1;;1;3,6;;3,6;3,8;;3,8
4040267;27/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
4041290;27/05/2025;Picking Entrepot;5;;5;14,1;;14,1;14,8;;14,8
4041739;27/05/2025;Picking Entrepot;5;;5;6,3;;6,3;6,7;;6,7
4042746;27/05/2025;Picking Entrepot;55;;55;102,2;;102,2;107,8;;107,8
4045170;27/05/2025;Picking Entrepot;10;;10;8,5;;8,5;9;;9
4045511;27/05/2025;Picking Entrepot;4;;4;7,8;;7,8;8,3;;8,3
4047281;27/05/2025;Picking Entrepot;1;;1;3,6;;3,6;3,8;;3,8
4047559;27/05/2025;Picking Entrepot;7;;7;12,8;;12,8;13,5;;13,5
4047568;27/05/2025;Picking Entrepot;2;;2;5,7;;5,7;6;;6
4058348;27/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
4059797;27/05/2025;Picking Entrepot;2;6;8;6;17,9;23,9;6,3;18,9;25,2
4061910;27/05/2025;Picking Entrepot;1;11;12;2,2;22,2;24,3;2,3;23,4;25,7
4065738;27/05/2025;Picking Entrepot;12;2;14;20,6;3;23,7;21,8;3,2;25
4070668;27/05/2025;Picking Entrepot;1;;1;2;;2;2,4;;2,4
4071622;27/05/2025;Picking Entrepot;6;;6;25,5;;25,5;26,9;;26,9
4072253;27/05/2025;Picking Entrepot;1;;1;4,7;;4,7;5;;5
4074371;27/05/2025;Picking Entrepot;1;;1;2,6;;2,6;2,8;;2,8
4075975;27/05/2025;Picking Entrepot;28;10;38;36,1;10,4;46,5;38;10,9;49
4076048;27/05/2025;Picking Entrepot;1;4;5;2;7,8;9,8;2,4;9,4;11,8
4076126;27/05/2025;Picking Entrepot;3;12;15;5,9;23,5;29,4;7;28,2;35,2
4076157;27/05/2025;Picking Entrepot;;5;5;;10,2;10,2;;12,2;12,2
4079209;27/05/2025;Picking Entrepot;5;;5;13,8;;13,8;14,5;;14,5
4080041;27/05/2025;Picking Entrepot;6;;6;9,9;;9,9;10,4;;10,4
4081265;27/05/2025;Picking Entrepot;2;;2;6;;6;6,4;;6,4
4081985;27/05/2025;Picking Entrepot;2;;2;4,5;;4,5;4,8;;4,8
4082175;27/05/2025;Picking Entrepot;4;;4;5,5;;5,5;5,8;;5,8
4082254;27/05/2025;Picking Entrepot;7;;7;22,2;;22,2;23,4;;23,4
4083139;27/05/2025;Picking Entrepot;10;;10;25,3;;25,3;26,7;;26,7
4083259;27/05/2025;Picking Entrepot;4;;4;7,6;;7,6;8;;8
4083672;27/05/2025;Picking Entrepot;5;;5;7,7;;7,7;8,1;;8,1
4083782;27/05/2025;Picking Entrepot;2;;2;7,6;;7,6;8;;8
4084695;27/05/2025;Picking Entrepot;8;;8;14,8;;14,8;15,6;;15,6
4084917;27/05/2025;Picking Entrepot;1;;1;4,3;;4,3;4,6;;4,6
4085960;27/05/2025;Picking Entrepot;1;;1;0,8;;0,8;0,9;;0,9
4086597;27/05/2025;Picking Entrepot;3;;3;11,1;;11,1;11,7;;11,7
4087556;27/05/2025;Picking Entrepot;1;;1;5,9;;5,9;6,2;;6,2
4087561;27/05/2025;Picking Entrepot;4;;4;21,6;;21,6;22,8;;22,8
4087565;27/05/2025;Picking Entrepot;55;;55;364,6;;364,6;384,4;;384,4
4087566;27/05/2025;Picking Entrepot;23;;23;144,7;;144,7;152,6;;152,6
4089294;27/05/2025;Picking Entrepot;1;;1;0,5;;0,5;0,5;;0,5
4089301;27/05/2025;Picking Entrepot;6;;6;2,8;;2,8;2,9;;2,9
4089402;27/05/2025;Picking Entrepot;2;;2;4,5;;4,5;4,8;;4,8
4089782;27/05/2025;Picking Entrepot;7;;7;13,4;;13,4;14,2;;14,2
4089991;27/05/2025;Picking Entrepot;2;;2;5,5;;5,5;5,8;;5,8
4091956;27/05/2025;Picking Entrepot;4;;4;11,4;;11,4;12;;12
4095376;27/05/2025;Picking Entrepot;1;;1;2,9;;2,9;3,1;;3,1
4098485;27/05/2025;Picking Entrepot;1;;1;10,3;;10,3;12,3;;12,3
4102742;27/05/2025;Picking Entrepot;8;;8;12,5;;12,5;13,2;;13,2
4104067;27/05/2025;Picking Entrepot;;2;2;;9,9;9,9;;11,9;11,9
4112017;27/05/2025;Picking Entrepot;138;;138;23,5;;23,5;24,8;;24,8
4112704;27/05/2025;Picking Entrepot;2;3;5;6;9;14,9;6,3;9,4;15,8
4113055;27/05/2025;Picking Entrepot;24;;24;32,1;;32,1;33,8;;33,8
4114306;27/05/2025;Picking Entrepot;1;;1;3,2;;3,2;3,4;;3,4
4114320;27/05/2025;Picking Entrepot;2;6;8;6;17,9;23,9;6,3;18,9;25,2
4114595;27/05/2025;Picking Entrepot;3;;3;4,8;;4,8;5,1;;5,1
4115378;27/05/2025;Picking Entrepot;1;7;8;4,6;30,5;35,1;4,8;32,2;37
4116638;27/05/2025;Picking Entrepot;6;;6;19,1;;19,1;20,1;;20,1
4117521;27/05/2025;Picking Entrepot;3;;3;4;;4;4,2;;4,2
4118229;27/05/2025;Picking Entrepot;1;;1;7,5;;7,5;9;;9
4118948;27/05/2025;Picking Entrepot;3;;3;43,8;;43,8;46,2;;46,2
4120839;27/05/2025;Picking Entrepot;10;;10;12,7;;12,7;13,4;;13,4
4121170;27/05/2025;Picking Entrepot;5;;5;7,9;;7,9;8,3;;8,3
4121728;27/05/2025;Picking Entrepot;3;;3;7,3;;7,3;7,7;;7,7
4122116;27/05/2025;Picking Entrepot;16;;16;58,6;;58,6;61,9;;61,9
4124375;27/05/2025;Picking Entrepot;2;;2;9,3;;9,3;9,8;;9,8
4124551;27/05/2025;Picking Entrepot;2;;2;9,1;;9,1;9,6;;9,6
4125878;27/05/2025;Picking Entrepot;3;;3;13,9;;13,9;14,7;;14,7
4126655;27/05/2025;Picking Entrepot;1;;1;1,8;;1,8;2,2;;2,2
4127486;27/05/2025;Picking Entrepot;4;;4;7,5;;7,5;8;;8
4129357;27/05/2025;Picking Entrepot;5;;5;20,5;;20,5;21,6;;21,6
4129365;27/05/2025;Picking Entrepot;1;;1;4,6;;4,6;4,8;;4,8
4129936;27/05/2025;Picking Entrepot;20;;20;42,3;;42,3;44,6;;44,6
4130177;27/05/2025;Picking Entrepot;3;;3;7,3;;7,3;7,8;;7,8
4130179;27/05/2025;Picking Entrepot;3;;3;7,2;;7,2;7,7;;7,7
4130188;27/05/2025;Picking Entrepot;22;;22;52,1;;52,1;55;;55
4130825;27/05/2025;Picking Entrepot;1;;1;3,2;;3,2;3,9;;3,9
4130869;27/05/2025;Picking Entrepot;;3;3;;4,1;4,1;;4,4;4,4
4130920;27/05/2025;Picking Entrepot;1;4;5;1,9;7,5;9,4;2;8;9,9
4131736;27/05/2025;Picking Entrepot;;1;1;;4,5;4,5;;4,8;4,8
4131869;27/05/2025;Picking Entrepot;5;;5;6,4;;6,4;6,8;;6,8
4131872;27/05/2025;Picking Entrepot;5;;5;8,3;;8,3;8,8;;8,8
4136262;27/05/2025;Picking Entrepot;3;;3;15,7;;15,7;16,6;;16,6
4137640;27/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
4137676;27/05/2025;Picking Entrepot;7;;7;24,4;;24,4;25,7;;25,7
4140406;27/05/2025;Picking Entrepot;1;;1;3,1;;3,1;3,3;;3,3
4143812;27/05/2025;Picking Entrepot;2;;2;3,4;;3,4;3,6;;3,6
4144415;27/05/2025;Picking Entrepot;6;;6;14,2;;14,2;15;;15
4145986;27/05/2025;Picking Entrepot;17;;17;16,4;;16,4;17,3;;17,3
4146838;27/05/2025;Picking Entrepot;2;;2;3,4;;3,4;3,6;;3,6
4147430;27/05/2025;Picking Entrepot;2;;2;4,3;;4,3;4,5;;4,5
4147631;27/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2,2;;2,2
4147632;27/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,5;;2,5
4149346;27/05/2025;Picking Entrepot;4;;4;9,3;;9,3;9,8;;9,8
4149349;27/05/2025;Picking Entrepot;4;;4;9,4;;9,4;9,9;;9,9
4152422;27/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
4152450;27/05/2025;Picking Entrepot;3;;3;3,4;;3,4;3,6;;3,6
4152602;27/05/2025;Picking Entrepot;1;;1;6,2;;6,2;7,5;;7,5
4154462;27/05/2025;Picking Entrepot;2;;2;7,5;;7,5;7,9;;7,9
4157728;27/05/2025;Picking Entrepot;5;;5;9,5;;9,5;10,1;;10,1
4158240;27/05/2025;Picking Entrepot;6;;6;18,6;;18,6;19,6;;19,6
4158858;27/05/2025;Picking Entrepot;8;;8;14;;14;14,8;;14,8
4158957;27/05/2025;Picking Entrepot;;4;4;;6,4;6,4;;6,7;6,7
4161728;27/05/2025;Picking Entrepot;;2;2;;9;9;;9,5;9,5
4161729;27/05/2025;Picking Entrepot;;1;1;;4,5;4,5;;4,8;4,8
4162047;27/05/2025;Picking Entrepot;3;;3;4,5;;4,5;4,8;;4,8
4164052;27/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
4164485;27/05/2025;Picking Entrepot;4;;4;23,3;;23,3;24,6;;24,6
4164968;27/05/2025;Picking Entrepot;3;;3;7,3;;7,3;7,8;;7,8
4168637;27/05/2025;Picking Entrepot;2;;2;9,5;;9,5;10;;10
4169003;27/05/2025;Picking Entrepot;10;;10;16;;16;16,9;;16,9
4175451;27/05/2025;Picking Entrepot;;1;1;;2,4;2,4;;2,5;2,5
4177229;27/05/2025;Picking Entrepot;1;;1;3,8;;3,8;4;;4
4180461;27/05/2025;Picking Entrepot;3;;3;6,9;;6,9;7,3;;7,3
4181279;27/05/2025;Picking Entrepot;1;;1;1,9;;1,9;1,9;;1,9
4181287;27/05/2025;Picking Entrepot;3;;3;4,9;;4,9;5,1;;5,1
4181299;27/05/2025;Picking Entrepot;9;;9;22,2;;22,2;23,4;;23,4
4181427;27/05/2025;Picking Entrepot;1;;1;0,9;;0,9;0,9;;0,9
4185647;27/05/2025;Picking Entrepot;2;;2;3,5;;3,5;3,7;;3,7
4188741;27/05/2025;Picking Entrepot;1;;1;3,8;;3,8;4;;4
4188751;27/05/2025;Picking Entrepot;13;;13;24,3;;24,3;25,6;;25,6
4189366;27/05/2025;Picking Entrepot;;9;9;;13,8;13,8;;14,6;14,6
4191381;27/05/2025;Picking Entrepot;;1;1;;2,1;2,1;;2,2;2,2
4191518;27/05/2025;Picking Entrepot;6;;6;15,3;;15,3;16,1;;16,1
4193819;27/05/2025;Picking Entrepot;2;;2;3,6;;3,6;3,8;;3,8
4196638;27/05/2025;Picking Entrepot;3;;3;11,6;;11,6;12,2;;12,2
4196660;27/05/2025;Picking Entrepot;6;;6;20,7;;20,7;21,8;;21,8
4200269;27/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
4202623;27/05/2025;Picking Entrepot;1;;1;3,7;;3,7;4;;4
4208508;27/05/2025;Picking Entrepot;6;;6;11,3;;11,3;11,9;;11,9
4213367;27/05/2025;Picking Entrepot;10;;10;80,1;;80,1;84,5;;84,5
4216820;27/05/2025;Picking Entrepot;6;1;7;39,2;6,5;45,8;41,4;6,9;48,3
4217583;27/05/2025;Picking Entrepot;3;;3;9,5;;9,5;11,4;;11,4
4219858;27/05/2025;Picking Entrepot;3;;3;6,1;;6,1;6,5;;6,5
4225397;27/05/2025;Picking Entrepot;11;;11;29,7;;29,7;31,4;;31,4
4227911;27/05/2025;Picking Entrepot;1;6;7;2,6;16,6;19,2;2,7;17,5;20,2
4228732;27/05/2025;Picking Entrepot;2;;2;10,6;;10,6;11,2;;11,2
4232059;27/05/2025;Picking Entrepot;2;;2;6;;6;6,3;;6,3
4232215;27/05/2025;Picking Entrepot;3;1;4;8,6;2,8;11,4;9,1;3;12,1
4232245;27/05/2025;Picking Entrepot;7;2;9;36,6;10,2;46,8;38,6;10,8;49,4
4233299;27/05/2025;Picking Entrepot;15;;15;12,1;;12,1;12,8;;12,8
4233454;27/05/2025;Picking Entrepot;22;1;23;6,7;0,3;6,9;7;0,3;7,3
4236941;27/05/2025;Picking Entrepot;5;1;6;8;1,6;9,6;8,4;1,7;10,1
4237051;27/05/2025;Picking Entrepot;9;;9;29,7;;29,7;31,3;;31,3
4238919;27/05/2025;Picking Entrepot;;2;2;;8,1;8,1;;8,5;8,5
4247568;27/05/2025;Picking Entrepot;73;;73;38,6;;38,6;40,7;;40,7
4250262;27/05/2025;Picking Entrepot;3;;3;1,3;;1,3;1,3;;1,3
4257682;27/05/2025;Picking Entrepot;6;2;8;22,4;7,5;29,9;23,7;7,9;31,6
4257694;27/05/2025;Picking Entrepot;8;;8;12;;12;12,7;;12,7
4258083;27/05/2025;Picking Entrepot;1;;1;2,6;;2,6;3,1;;3,1
4261706;27/05/2025;Picking Entrepot;15;;15;22,8;;22,8;24,1;;24,1
4280060;27/05/2025;Picking Entrepot;11;;11;34,6;;34,6;36,4;;36,4
4287986;27/05/2025;Picking Entrepot;2;;2;2,6;;2,6;2,7;;2,7
4292707;27/05/2025;Picking Entrepot;4;;4;4,1;;4,1;4,3;;4,3
4292709;27/05/2025;Picking Entrepot;6;;6;5,2;;5,2;5,4;;5,4
4293207;27/05/2025;Picking Entrepot;13;;13;18,4;;18,4;19,4;;19,4
4294679;27/05/2025;Picking Entrepot;1;;1;14,2;;14,2;17,1;;17,1
4297372;27/05/2025;Picking Entrepot;6;;6;22,4;;22,4;23,6;;23,6
4299004;27/05/2025;Picking Entrepot;5;;5;8,3;;8,3;8,8;;8,8
4306735;27/05/2025;Picking Entrepot;15;;15;21,2;;21,2;22,4;;22,4
4307251;27/05/2025;Picking Entrepot;1;;1;2,9;;2,9;3,5;;3,5
4307788;27/05/2025;Picking Entrepot;3;;3;11,8;;11,8;14,2;;14,2
4307790;27/05/2025;Picking Entrepot;2;;2;8,3;;8,3;8,7;;8,7
4308196;27/05/2025;Picking Entrepot;8;;8;7;;7;7,4;;7,4
4308200;27/05/2025;Picking Entrepot;2;;2;6;;6;6,4;;6,4
4308202;27/05/2025;Picking Entrepot;3;;3;2,6;;2,6;2,8;;2,8
4310385;27/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
4310933;27/05/2025;Picking Entrepot;;1;1;;2;2;;2,1;2,1
4312368;27/05/2025;Picking Entrepot;2;;2;15,9;;15,9;16,8;;16,8
4315756;27/05/2025;Picking Entrepot;5;;5;12,1;;12,1;12,8;;12,8
4318594;27/05/2025;Picking Entrepot;1;;1;2,9;;2,9;3,1;;3,1
4320146;27/05/2025;Picking Entrepot;;1;1;;4,4;4,4;;4,6;4,6
4320191;27/05/2025;Picking Entrepot;2;;2;2,9;;2,9;3,1;;3,1
4320201;27/05/2025;Picking Entrepot;4;;4;6,2;;6,2;6,6;;6,6
4320670;27/05/2025;Picking Entrepot;3;;3;7,7;;7,7;8,1;;8,1
4321376;27/05/2025;Picking Entrepot;1;3;4;8,3;24,9;33,2;9,9;29,9;39,8
4321677;27/05/2025;Picking Entrepot;10;;10;8,4;;8,4;8,9;;8,9
4321678;27/05/2025;Picking Entrepot;21;;21;17,8;;17,8;18,8;;18,8
