CDBASE;DATE_Livraison;PICKING;QTE_Permanent;QTE_Promo;QTE_totale;CA_HT_Permanent;CA_HT_Promo;CA_HT_total;CA_TTC_Permanent;CA_TTC_Promo;CA_TTC_total
3701600;30/05/2025;Picking Entrepot;3;;3;2,1;;2,1;2,2;;2,2
3718349;30/05/2025;Picking Entrepot;2;;2;3,1;;3,1;3,3;;3,3
3718887;30/05/2025;Picking Entrepot;;1;1;;5,6;5,6;;5,9;5,9
3720308;30/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
3720780;30/05/2025;Picking Entrepot;1;2;3;1,9;3,2;5,1;2,2;3,8;6,1
3726394;30/05/2025;Picking Entrepot;1;;1;5,1;;5,1;5,4;;5,4
3736286;30/05/2025;Picking Entrepot;3;;3;7,7;;7,7;8,1;;8,1
3737809;30/05/2025;Picking Entrepot;4;;4;4,4;;4,4;4,6;;4,6
3737842;30/05/2025;Picking Entrepot;4;;4;4,5;;4,5;4,8;;4,8
3741179;30/05/2025;Picking Entrepot;3;;3;7,4;;7,4;8,8;;8,8
3742237;30/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
3746932;30/05/2025;Picking Entrepot;2;;2;2,6;;2,6;2,7;;2,7
3747000;30/05/2025;Picking Entrepot;1;;1;0,7;;0,7;0,8;;0,8
3747028;30/05/2025;Picking Entrepot;2;;2;2,6;;2,6;2,7;;2,7
3747051;30/05/2025;Picking Entrepot;1;;1;1,3;;1,3;1,4;;1,4
3747224;30/05/2025;Picking Entrepot;1;;1;1,3;;1,3;1,4;;1,4
3749786;30/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,4;;1,4
3758742;30/05/2025;Picking Entrepot;;6;6;;10,2;10,2;;10,7;10,7
3759551;30/05/2025;Picking Entrepot;1;;1;0,8;;0,8;0,8;;0,8
3764310;30/05/2025;Picking Entrepot;1;;1;0,7;;0,7;0,8;;0,8
3772955;30/05/2025;Picking Entrepot;2;;2;1,6;;1,6;2;;2
3781323;30/05/2025;Picking Entrepot;;1;1;;2,2;2,2;;2,3;2,3
3804070;30/05/2025;Picking Entrepot;1;;1;3,4;;3,4;4,1;;4,1
3807660;30/05/2025;Picking Entrepot;2;;2;1,3;;1,3;1,4;;1,4
3823316;30/05/2025;Picking Entrepot;2;;2;3;;3;3,2;;3,2
3823350;30/05/2025;Picking Entrepot;2;;2;2,8;;2,8;3;;3
3834475;30/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
3835047;30/05/2025;Picking Entrepot;1;;1;1,5;;1,5;1,6;;1,6
3835070;30/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
3842228;30/05/2025;Picking Entrepot;1;;1;2,5;;2,5;2,6;;2,6
3847991;30/05/2025;Picking Entrepot;1;;1;3;;3;3,1;;3,1
3851928;30/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
3856886;30/05/2025;Picking Entrepot;4;;4;6,6;;6,6;7;;7
3857149;30/05/2025;Picking Entrepot;1;;1;5,4;;5,4;5,7;;5,7
3863634;30/05/2025;Picking Entrepot;2;;2;3,5;;3,5;3,7;;3,7
3864327;30/05/2025;Picking Entrepot;;2;2;;5,2;5,2;;5,5;5,5
3866389;30/05/2025;Picking Entrepot;1;;1;2,6;;2,6;2,8;;2,8
3878411;30/05/2025;Picking Entrepot;3;;3;7,7;;7,7;8,1;;8,1
3879091;30/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
3936576;30/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,6;;1,6
3937151;30/05/2025;Picking Entrepot;;4;4;;36,4;36,4;;38,4;38,4
3956170;30/05/2025;Picking Entrepot;5;;5;23,4;;23,4;24,7;;24,7
3965522;30/05/2025;Picking Entrepot;5;;5;7,4;;7,4;7,8;;7,8
4006031;30/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
4013755;30/05/2025;Picking Entrepot;3;;3;5,1;;5,1;5,4;;5,4
4014600;30/05/2025;Picking Entrepot;;3;3;;3,4;3,4;;3,6;3,6
4015741;30/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
4030952;30/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,2;;2,2
4042746;30/05/2025;Picking Entrepot;24;;24;41,4;;41,4;43,7;;43,7
4047281;30/05/2025;Picking Entrepot;1;;1;3,6;;3,6;3,9;;3,9
4048279;30/05/2025;Picking Entrepot;2;;2;8,2;;8,2;9,9;;9,9
4071622;30/05/2025;Picking Entrepot;1;;1;3,6;;3,6;3,8;;3,8
4075975;30/05/2025;Picking Entrepot;;10;10;;10,4;10,4;;10,9;10,9
4076048;30/05/2025;Picking Entrepot;;2;2;;3,9;3,9;;4,7;4,7
4076126;30/05/2025;Picking Entrepot;;1;1;;2;2;;2,4;2,4
4076157;30/05/2025;Picking Entrepot;;1;1;;2;2;;2,5;2,5
4079209;30/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
4082175;30/05/2025;Picking Entrepot;2;;2;2,9;;2,9;3,1;;3,1
4083782;30/05/2025;Picking Entrepot;1;;1;3,7;;3,7;3,9;;3,9
4087565;30/05/2025;Picking Entrepot;2;;2;13,2;;13,2;14;;14
4087566;30/05/2025;Picking Entrepot;4;;4;17,1;;17,1;18;;18
4102742;30/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,6;;1,6
4112017;30/05/2025;Picking Entrepot;36;;36;6,1;;6,1;6,5;;6,5
4128515;30/05/2025;Picking Entrepot;1;;1;9,2;;9,2;9,8;;9,8
4129936;30/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,2;;2,2
4158240;30/05/2025;Picking Entrepot;1;;1;3,1;;3,1;3,3;;3,3
4161728;30/05/2025;Picking Entrepot;1;;1;4,5;;4,5;4,8;;4,8
4164485;30/05/2025;Picking Entrepot;20;;20;117,3;;117,3;123,8;;123,8
4168637;30/05/2025;Picking Entrepot;1;;1;4,7;;4,7;5;;5
4169003;30/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
4180461;30/05/2025;Picking Entrepot;2;;2;4,2;;4,2;4,4;;4,4
4181427;30/05/2025;Picking Entrepot;1;;1;0,8;;0,8;0,8;;0,8
4188751;30/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
4227911;30/05/2025;Picking Entrepot;1;;1;2,8;;2,8;2,9;;2,9
4232245;30/05/2025;Picking Entrepot;2;;2;10,8;;10,8;11,4;;11,4
4233454;30/05/2025;Picking Entrepot;2;;2;0,6;;0,6;0,6;;0,6
4247568;30/05/2025;Picking Entrepot;8;;8;4,1;;4,1;4,3;;4,3
4257694;30/05/2025;Picking Entrepot;4;;4;4,7;;4,7;5;;5
4280060;30/05/2025;Picking Entrepot;1;;1;3,2;;3,2;3,4;;3,4
4297372;30/05/2025;Picking Entrepot;1;;1;4;;4;4,2;;4,2
4306735;30/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,5;;1,5
4310385;30/05/2025;Picking Entrepot;2;;2;3,3;;3,3;3,5;;3,5
4318585;30/05/2025;Picking Entrepot;2;;2;8,2;;8,2;8,6;;8,6
4321677;30/05/2025;Picking Entrepot;1;;1;0,8;;0,8;0,9;;0,9
4321678;30/05/2025;Picking Entrepot;2;;2;1,7;;1,7;1,8;;1,8
4325339;30/05/2025;Picking Entrepot;1;;1;5,9;;5,9;6,2;;6,2
4330423;30/05/2025;Picking Entrepot;2;;2;4,5;;4,5;4,8;;4,8
4333829;30/05/2025;Picking Entrepot;8;;8;7,4;;7,4;7,8;;7,8
4338921;30/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
4340739;30/05/2025;Picking Entrepot;2;;2;6,6;;6,6;7;;7
4350107;30/05/2025;Picking Entrepot;1;;1;3,2;;3,2;3,9;;3,9
4351687;30/05/2025;Picking Entrepot;4;;4;6,6;;6,6;7;;7
4370690;30/05/2025;Picking Entrepot;;2;2;;3,7;3,7;;3,9;3,9
4387398;30/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,6;;1,6
4390102;30/05/2025;Picking Entrepot;;2;2;;22,4;22,4;;26,9;26,9
4390173;30/05/2025;Picking Entrepot;1;;1;2;;2;2,4;;2,4
4396415;30/05/2025;Picking Entrepot;1;;1;0,8;;0,8;0,8;;0,8
4440328;30/05/2025;Picking Entrepot;1;;1;3,8;;3,8;4;;4
4470448;30/05/2025;Picking Entrepot;2;;2;2;;2;2,4;;2,4
4478991;30/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
4482889;30/05/2025;Picking Entrepot;2;;2;3,8;;3,8;4;;4
4488921;30/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
4491238;30/05/2025;Picking Entrepot;6;;6;6,5;;6,5;6,9;;6,9
4491252;30/05/2025;Picking Entrepot;6;;6;8,6;;8,6;9,1;;9,1
4491289;30/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,4;;2,4
4496506;30/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
4501520;30/05/2025;Picking Entrepot;;1;1;;1,9;1,9;;1,9;1,9
4502454;30/05/2025;Picking Entrepot;2;;2;2,9;;2,9;3,1;;3,1
4502764;30/05/2025;Picking Entrepot;2;;2;2,4;;2,4;2,9;;2,9
4504400;30/05/2025;Picking Entrepot;1;;1;2,9;;2,9;3,5;;3,5
4510473;30/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
4512241;30/05/2025;Picking Entrepot;2;;2;5,1;;5,1;5,4;;5,4
4524747;30/05/2025;Picking Entrepot;5;;5;6,4;;6,4;6,8;;6,8
4534612;30/05/2025;Picking Entrepot;4;;4;12,1;;12,1;12,8;;12,8
4535553;30/05/2025;Picking Entrepot;2;;2;3,4;;3,4;3,6;;3,6
4555604;30/05/2025;Picking Entrepot;1;;1;2;;2;2,1;;2,1
4580210;30/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
4583184;30/05/2025;Picking Entrepot;2;;2;2,6;;2,6;2,8;;2,8
4583683;30/05/2025;Picking Entrepot;;3;3;;16,2;16,2;;19,4;19,4
4586916;30/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,2;;2,2
4589458;30/05/2025;Picking Entrepot;2;;2;2,3;;2,3;2,4;;2,4
4612145;30/05/2025;Picking Entrepot;1;;1;4;;4;4,2;;4,2
4618203;30/05/2025;Picking Entrepot;1;;1;4,8;;4,8;5,1;;5,1
4625886;30/05/2025;Picking Entrepot;1;;1;11,4;;11,4;13,7;;13,7
4630254;30/05/2025;Picking Entrepot;;2;2;;2;2;;2,1;2,1
4630449;30/05/2025;Picking Entrepot;3;;3;10;;10;10,9;;10,9
4631309;30/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,9;;1,9
4632041;30/05/2025;Picking Entrepot;2;;2;1,3;;1,3;1,4;;1,4
4633686;30/05/2025;Picking Entrepot;;2;2;;4,4;4,4;;4,6;4,6
4633872;30/05/2025;Picking Entrepot;;1;1;;7,1;7,1;;7,5;7,5
4635816;30/05/2025;Picking Entrepot;1;;1;3;;3;3,2;;3,2
4638187;30/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
4640020;30/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
4641834;30/05/2025;Picking Entrepot;1;2;3;1,6;3,7;5,3;1,6;3,9;5,5
4643385;30/05/2025;Picking Entrepot;2;;2;2,8;;2,8;3;;3
4645576;30/05/2025;Picking Entrepot;2;;2;7,9;;7,9;9,5;;9,5
4647069;30/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
4659702;30/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
4663118;30/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
4675548;30/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
4684552;30/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,4;;1,4
4700211;30/05/2025;Picking Entrepot;2;;2;4,3;;4,3;4,5;;4,5
4714802;30/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
4718997;30/05/2025;Picking Entrepot;3;;3;5,7;;5,7;6;;6
4721790;30/05/2025;Picking Entrepot;3;;3;4,6;;4,6;4,9;;4,9
4722968;30/05/2025;Picking Entrepot;2;;2;6,2;;6,2;7,4;;7,4
4738162;30/05/2025;Picking Entrepot;1;;1;0,5;;0,5;0,7;;0,7
4745043;30/05/2025;Picking Entrepot;4;;4;7,2;;7,2;7,6;;7,6
4758041;30/05/2025;Picking Entrepot;2;;2;21,6;;21,6;25,9;;25,9
4762493;30/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,9;;1,9
4764964;30/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,2;;2,2
4766701;30/05/2025;Picking Entrepot;2;;2;5;;5;5,3;;5,3
4769967;30/05/2025;Picking Entrepot;2;;2;1,7;;1,7;1,8;;1,8
4790208;30/05/2025;Picking Entrepot;6;;6;18,1;;18,1;19,1;;19,1
4801838;30/05/2025;Picking Entrepot;3;;3;5,3;;5,3;5,5;;5,5
4808317;30/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
4830211;30/05/2025;Picking Entrepot;;1;1;;2,5;2,5;;2,8;2,8
4837314;30/05/2025;Picking Entrepot;1;;1;1,7;;1,7;2;;2
4841095;30/05/2025;Picking Entrepot;1;;1;6,5;;6,5;6,9;;6,9
4841295;30/05/2025;Picking Entrepot;1;;1;3,2;;3,2;3,4;;3,4
4842655;30/05/2025;Picking Entrepot;1;;1;5,2;;5,2;5,4;;5,4
4842656;30/05/2025;Picking Entrepot;1;;1;5,2;;5,2;5,5;;5,5
4842790;30/05/2025;Picking Entrepot;2;;2;3,1;;3,1;3,3;;3,3
4856353;30/05/2025;Picking Entrepot;1;;1;4,7;;4,7;5;;5
4856359;30/05/2025;Picking Entrepot;1;;1;3,7;;3,7;3,9;;3,9
4856695;30/05/2025;Picking Entrepot;1;;1;3,9;;3,9;4,1;;4,1
4857460;30/05/2025;Picking Entrepot;;2;2;;4,7;4,7;;4,9;4,9
4857466;30/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,8;;2,8
4865569;30/05/2025;Picking Entrepot;1;;1;5,2;;5,2;6,2;;6,2
4876866;30/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,5;;2,5
4889320;30/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
4889347;30/05/2025;Picking Entrepot;4;;4;17;;17;18;;18
4895510;30/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
4900500;30/05/2025;Picking Entrepot;;2;2;;5,2;5,2;;6,2;6,2
4900658;30/05/2025;Picking Entrepot;;1;1;;2,6;2,6;;3,1;3,1
4901310;30/05/2025;Picking Entrepot;6;;6;16,8;;16,8;17,7;;17,7
4902788;30/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,7;;1,7
4907579;30/05/2025;Picking Entrepot;2;;2;4,5;;4,5;5,4;;5,4
4910856;30/05/2025;Picking Entrepot;;1;1;;3,4;3,4;;3,5;3,5
4942625;30/05/2025;Picking Entrepot;2;;2;3;;3;3,2;;3,2
4948464;30/05/2025;Picking Entrepot;1;;1;0,8;;0,8;0,9;;0,9
4957752;30/05/2025;Picking Entrepot;1;;1;2,5;;2,5;2,6;;2,6
4959123;30/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,8;;2,8
4959146;30/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,8;;2,8
4959149;30/05/2025;Picking Entrepot;1;;1;3,2;;3,2;3,9;;3,9
4965546;30/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,2;;2,2
4968386;30/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,7;;1,7
4999557;30/05/2025;Picking Entrepot;2;;2;8,7;;8,7;9,2;;9,2
5000880;30/05/2025;Picking Entrepot;;1;1;;1,2;1,2;;1,4;1,4
5004912;30/05/2025;Picking Entrepot;1;;1;3;;3;3,2;;3,2
5015705;30/05/2025;Picking Entrepot;1;;1;3,6;;3,6;3,9;;3,9
5027531;30/05/2025;Picking Entrepot;;5;5;;37,9;37,9;;40;40
5028482;30/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
5042575;30/05/2025;Picking Entrepot;3;;3;7,7;;7,7;8,1;;8,1
5049907;30/05/2025;Picking Entrepot;2;;2;2,8;;2,8;2,9;;2,9
5051460;30/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
5063448;30/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
5090952;30/05/2025;Picking Entrepot;;2;2;;3,7;3,7;;3,9;3,9
5095549;30/05/2025;Picking Entrepot;;1;1;;4;4;;4,8;4,8
5095550;30/05/2025;Picking Entrepot;;1;1;;4,3;4,3;;4,5;4,5
5097858;30/05/2025;Picking Entrepot;3;;3;6,5;;6,5;6,9;;6,9
5111746;30/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
5132743;30/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,2;;2,2
5140722;30/05/2025;Picking Entrepot;2;;2;8,8;;8,8;9,3;;9,3
5140901;30/05/2025;Picking Entrepot;1;;1;2,9;;2,9;3;;3
5140951;30/05/2025;Picking Entrepot;1;;1;3,2;;3,2;3,4;;3,4
5153199;30/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
5156226;30/05/2025;Picking Entrepot;1;;1;2;;2;2,5;;2,5
5159529;30/05/2025;Picking Entrepot;2;;2;3,7;;3,7;3,9;;3,9
5163561;30/05/2025;Picking Entrepot;2;;2;2,8;;2,8;3;;3
5166692;30/05/2025;Picking Entrepot;1;;1;3;;3;3,2;;3,2
5172597;30/05/2025;Picking Entrepot;1;;1;3,5;;3,5;3,7;;3,7
5181520;30/05/2025;Picking Entrepot;2;;2;3,2;;3,2;3,4;;3,4
5183838;30/05/2025;Picking Entrepot;;1;1;;8,3;8,3;;8,8;8,8
5186958;30/05/2025;Picking Entrepot;;2;2;;4,8;4,8;;5,7;5,7
5188014;30/05/2025;Picking Entrepot;;2;2;;23,6;23,6;;24,8;24,8
5205414;30/05/2025;Picking Entrepot;1;;1;3,5;;3,5;3,6;;3,6
5216355;30/05/2025;Picking Entrepot;7;;7;20,6;;20,6;21,7;;21,7
5232342;30/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,4;;2,4
5249481;30/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
5250066;30/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
5270679;30/05/2025;Picking Entrepot;;2;2;;14,1;14,1;;16,9;16,9
5277061;30/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
5281686;30/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
5283797;30/05/2025;Picking Entrepot;1;;1;4,1;;4,1;4,3;;4,3
5284290;30/05/2025;Picking Entrepot;2;;2;4,5;;4,5;4,8;;4,8
5295560;30/05/2025;Picking Entrepot;1;1;2;0,9;0,5;1,4;1;0,5;1,5
5295569;30/05/2025;Picking Entrepot;;1;1;;0,5;0,5;;0,5;0,5
5295590;30/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
5295630;30/05/2025;Picking Entrepot;1;1;2;0,9;0,9;1,9;1;1;2
5295655;30/05/2025;Picking Entrepot;1;1;2;0,9;0,9;1,9;1;1;2
5296229;30/05/2025;Picking Entrepot;2;;2;6,4;;6,4;6,8;;6,8
5296379;30/05/2025;Picking Entrepot;3;;3;2;;2;2,1;;2,1
5296443;30/05/2025;Picking Entrepot;2;;2;1,1;;1,1;1,2;;1,2
5307773;30/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
5339739;30/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,4;;2,4
5343270;30/05/2025;Picking Entrepot;2;;2;4,2;;4,2;4,4;;4,4
5344414;30/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
5345420;30/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
5363437;30/05/2025;Picking Entrepot;1;;1;0,4;;0,4;0,4;;0,4
5363619;30/05/2025;Picking Entrepot;1;;1;1;;1;1,1;;1,1
5364174;30/05/2025;Picking Entrepot;2;;2;7;;7;7,4;;7,4
5365216;30/05/2025;Picking Entrepot;1;;1;1,5;;1,5;1,8;;1,8
5369080;30/05/2025;Picking Entrepot;3;;3;3,8;;3,8;4;;4
5369086;30/05/2025;Picking Entrepot;4;;4;4,5;;4,5;4,8;;4,8
5376285;30/05/2025;Picking Entrepot;1;;1;5,7;;5,7;6;;6
5378265;30/05/2025;Picking Entrepot;1;;1;7,5;;7,5;7,9;;7,9
5383913;30/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
5387975;30/05/2025;Picking Entrepot;2;;2;2,8;;2,8;3;;3
5413617;30/05/2025;Picking Entrepot;3;;3;7;;7;7,3;;7,3
5413838;30/05/2025;Picking Entrepot;;1;1;;2,5;2,5;;2,7;2,7
5417713;30/05/2025;Picking Entrepot;2;;2;15,6;;15,6;16,5;;16,5
5446229;30/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
5459958;30/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,2;;1,2
5470777;30/05/2025;Picking Entrepot;3;;3;1,9;;1,9;2;;2
5471847;30/05/2025;Picking Entrepot;;2;2;;14,1;14,1;;16,9;16,9
5471955;30/05/2025;Picking Entrepot;1;;1;5;;5;5,2;;5,2
5476058;30/05/2025;Picking Entrepot;1;;1;3,4;;3,4;3,5;;3,5
5480436;30/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
5482395;30/05/2025;Picking Entrepot;1;;1;4,3;;4,3;4,6;;4,6
5497266;30/05/2025;Picking Entrepot;1;;1;1,9;;1,9;1,9;;1,9
5499214;30/05/2025;Picking Entrepot;1;;1;4;;4;4,8;;4,8
5506849;30/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
5509052;30/05/2025;Picking Entrepot;2;;2;3,1;;3,1;3,2;;3,2
5509054;30/05/2025;Picking Entrepot;4;;4;2,9;;2,9;3;;3
5509240;30/05/2025;Picking Entrepot;4;;4;3;;3;3,2;;3,2
5509725;30/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,5;;1,5
5511165;30/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,4;;2,4
5512335;30/05/2025;Picking Entrepot;2;;2;5,5;;5,5;5,8;;5,8
5513097;30/05/2025;Picking Entrepot;;4;4;;5,3;5,3;;5,6;5,6
5514495;30/05/2025;Picking Entrepot;1;;1;1,5;;1,5;1,6;;1,6
5519387;30/05/2025;Picking Entrepot;4;;4;9,8;;9,8;10,4;;10,4
5519439;30/05/2025;Picking Entrepot;2;;2;2;;2;2,1;;2,1
5521590;30/05/2025;Picking Entrepot;1;;1;4,1;;4,1;4,3;;4,3
5528860;30/05/2025;Picking Entrepot;;2;2;;4,7;4,7;;4,9;4,9
5530887;30/05/2025;Picking Entrepot;;1;1;;5,3;5,3;;5,6;5,6
5533244;30/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
5536206;30/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
5554180;30/05/2025;Picking Entrepot;1;;1;3,8;;3,8;4;;4
5555555;30/05/2025;Picking Entrepot;2;;2;10,4;;10,4;11;;11
5562370;30/05/2025;Picking Entrepot;3;;3;8,1;;8,1;8,6;;8,6
5562399;30/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
5566203;30/05/2025;Picking Entrepot;;1;1;;1;1;;1;1
5568306;30/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
5575781;30/05/2025;Picking Entrepot;6;;6;6,8;;6,8;7,1;;7,1
5582136;30/05/2025;Picking Entrepot;4;;4;2,2;;2,2;2,4;;2,4
5600878;30/05/2025;Picking Entrepot;;1;1;;4,5;4,5;;4,8;4,8
5604012;30/05/2025;Picking Entrepot;2;;2;11,5;;11,5;12,2;;12,2
5615438;30/05/2025;Picking Entrepot;1;;1;6;;6;6,3;;6,3
5617757;30/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,8;;2,8
5622123;30/05/2025;Picking Entrepot;3;;3;11,4;;11,4;13,7;;13,7
5624782;30/05/2025;Picking Entrepot;3;;3;17;;17;18;;18
5636571;30/05/2025;Picking Entrepot;;2;2;;13,3;13,3;;16;16
5655096;30/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
5662642;30/05/2025;Picking Entrepot;1;;1;1;;1;1,1;;1,1
5666356;30/05/2025;Picking Entrepot;2;;2;2,8;;2,8;3;;3
5667178;30/05/2025;Picking Entrepot;1;;1;2,6;;2,6;2,8;;2,8
5677819;30/05/2025;Picking Entrepot;1;;1;3,5;;3,5;3,6;;3,6
5679665;30/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
5686926;30/05/2025;Picking Entrepot;2;;2;10,8;;10,8;11,4;;11,4
5690741;30/05/2025;Picking Entrepot;2;;2;4,7;;4,7;5;;5
5695715;30/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
5696404;30/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
5715698;30/05/2025;Picking Entrepot;1;;1;4,7;;4,7;5,7;;5,7
5729077;30/05/2025;Picking Entrepot;1;;1;3,9;;3,9;4,1;;4,1
5744876;30/05/2025;Picking Entrepot;2;;2;2,8;;2,8;2,9;;2,9
5750593;30/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
5751534;30/05/2025;Picking Entrepot;2;;2;3,7;;3,7;3,9;;3,9
5752330;30/05/2025;Picking Entrepot;1;;1;4,2;;4,2;4,4;;4,4
5754352;30/05/2025;Picking Entrepot;6;;6;3,8;;3,8;4;;4
5759343;30/05/2025;Picking Entrepot;2;4;6;10,8;21,2;32,1;11,4;22,4;33,8
5775534;30/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
5798209;30/05/2025;Picking Entrepot;1;;1;4,7;;4,7;5;;5
5800465;30/05/2025;Picking Entrepot;1;;1;3,7;;3,7;4,5;;4,5
5800476;30/05/2025;Picking Entrepot;5;;5;16,5;;16,5;19,8;;19,8
5811928;30/05/2025;Picking Entrepot;2;;2;5,7;;5,7;6;;6
5819517;30/05/2025;Picking Entrepot;5;;5;4,6;;4,6;4,9;;4,9
5825672;30/05/2025;Picking Entrepot;;2;2;;3,3;3,3;;3,5;3,5
5829450;30/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
5834484;30/05/2025;Picking Entrepot;1;;1;3,8;;3,8;4;;4
5837600;30/05/2025;Picking Entrepot;1;;1;3,5;;3,5;3,7;;3,7
5838037;30/05/2025;Picking Entrepot;1;;1;3,9;;3,9;4,2;;4,2
5838323;30/05/2025;Picking Entrepot;;1;1;;2,7;2,7;;2,9;2,9
5838402;30/05/2025;Picking Entrepot;;1;1;;1,9;1,9;;2,1;2,1
5839576;30/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
5839970;30/05/2025;Picking Entrepot;2;;2;3,5;;3,5;3,7;;3,7
5849236;30/05/2025;Picking Entrepot;1;;1;6,5;;6,5;6,8;;6,8
5854020;30/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
5867699;30/05/2025;Picking Entrepot;2;;2;8,1;;8,1;8,5;;8,5
5873081;30/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
