entrepot;EAN13;ifls;libelle article;Nombre Maxi Unités De Commande;pcb;ID;ID2;QteMaxUS
560;3560071121099;728165;340G KETCHUP NATURE TD CRF;1;12;560-3560071121099;560-728165;12
560;3560071446482;R68495;530G KETCHUP ALLEGE TD CRF;1;12;560-3560071446482;560-R68495;12
560;3560071484088;S64626;330G KETCHUP CARREFOUR BIO;1;12;560-3560071484088;560-S64626;12
619;3245390019806;146134;430G COULIS PROV.REFLET FRANCE;1;12;619-3245390019806;619-146134;12
619;3245411458546;665072;400G COULIS TOMATE CARREFOUR;1;12;619-3245411458546;619-665072;12
619;3560070993000;489873;560G KETCHUP NATUR. SPLE SIMPL;1;12;619-3560070993000;619-489873;12
619;3560071121068;566929;560G KETCHUP NATURE CRF;1;12;619-3560071121068;619-566929;12
619;3560071121099;728165;340G KETCHUP NATURE TD CRF;1;12;619-3560071121099;619-728165;12
619;3560071446482;R68495;530G KETCHUP ALLEGE TD CRF;1;12;619-3560071446482;619-R68495;12
619;3560071484088;S64626;330G KETCHUP CARREFOUR BIO;1;12;619-3560071484088;619-S64626;12
791;3245390019806;146134;430G COULIS PROV.REFLET FRANCE;1;12;791-3245390019806;791-146134;12
791;3245411458546;665072;400G COULIS TOMATE CARREFOUR;1;12;791-3245411458546;791-665072;12
791;3560070993000;489873;560G KETCHUP NATUR. SPLE SIMPL;1;12;791-3560070993000;791-489873;12
791;3560071121068;566929;560G KETCHUP NATURE CRF;1;12;791-3560071121068;791-566929;12
791;3560071121099;728165;340G KETCHUP NATURE TD CRF;1;12;791-3560071121099;791-728165;12
791;3560071446482;R68495;530G KETCHUP ALLEGE TD CRF;1;12;791-3560071446482;791-R68495;12
791;3560071484088;S64626;330G KETCHUP CARREFOUR BIO;1;12;791-3560071484088;791-S64626;12
812;3245390019806;146134;430G COULIS PROV.REFLET FRANCE;1;12;812-3245390019806;812-146134;12
812;3245411458546;665072;400G COULIS TOMATE CARREFOUR;1;12;812-3245411458546;812-665072;12
812;3560070993000;489873;560G KETCHUP NATUR. SPLE SIMPL;1;12;812-3560070993000;812-489873;12
812;3560071121068;566929;560G KETCHUP NATURE CRF;1;12;812-3560071121068;812-566929;12
812;3560071121099;728165;340G KETCHUP NATURE TD CRF;1;12;812-3560071121099;812-728165;12
812;3560071446482;R68495;530G KETCHUP ALLEGE TD CRF;1;12;812-3560071446482;812-R68495;12
812;3560071484088;S64626;330G KETCHUP CARREFOUR BIO;1;12;812-3560071484088;812-S64626;12
840;3245390019806;146134;430G COULIS PROV.REFLET FRANCE;1;12;840-3245390019806;840-146134;12
840;3245411458546;665072;400G COULIS TOMATE CARREFOUR;1;12;840-3245411458546;840-665072;12
840;3560070993000;489873;560G KETCHUP NATUR. SPLE SIMPL;1;12;840-3560070993000;840-489873;12
840;3560071121068;566929;560G KETCHUP NATURE CRF;1;12;840-3560071121068;840-566929;12
840;3560071121099;728165;340G KETCHUP NATURE TD CRF;1;12;840-3560071121099;840-728165;12
840;3560071446482;R68495;530G KETCHUP ALLEGE TD CRF;1;12;840-3560071446482;840-R68495;12
840;3560071484088;S64626;330G KETCHUP CARREFOUR BIO;1;12;840-3560071484088;840-S64626;12
11;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;11-3245411224875;11-919663;60
11;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;11-3560070454983;11-924595;12
11;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;11-3560071175856;11-728733;12
11;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;11-3560071175917;11-S54129;12
11;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;11-3560071175979;11-729167;12
11;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;11-3560071176006;11-728739;12
14;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;14-3245414238145;14-915206;60
14;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;14-3245411224875;14-919663;60
14;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;14-3560070454983;14-924595;12
14;3560070530847;420639;4/4 FILETS MQX / VIN BLANC EC;1;6;14-3560070530847;14-420639;6
14;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;14-3560071175856;14-728733;12
14;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;14-3560071175917;14-S54129;12
14;3560071175948;733523;1/4 FLT MAQ GRILLE HRB CRF EXT;1;12;14-3560071175948;14-733523;12
14;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;14-3560071175979;14-729167;12
14;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;14-3560071176006;14-728739;12
174;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;174-3245414238145;174-915206;60
174;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;174-3245411224875;174-919663;60
174;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;174-3560070454983;174-924595;12
174;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;174-3560071175856;174-728733;12
174;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;174-3560071175917;174-S54129;12
174;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;174-3560071175979;174-729167;12
174;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;174-3560071176006;174-728739;12
195;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;195-3245414238145;195-915206;60
195;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;195-3245411224875;195-919663;60
195;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;195-3560070454983;195-924595;12
195;3560070530847;420639;4/4 FILETS MQX / VIN BLANC EC;1;6;195-3560070530847;195-420639;6
195;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;195-3560071175856;195-728733;12
195;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;195-3560071175917;195-S54129;12
195;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;195-3560071176006;195-728739;12
202;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;202-3245414238145;202-915206;60
202;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;202-3245411224875;202-919663;60
202;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;202-3560070454983;202-924595;12
202;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;202-3560071175856;202-728733;12
202;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;202-3560071175917;202-S54129;12
202;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;202-3560071176006;202-728739;12
205;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;205-3245414238145;205-915206;60
205;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;205-3245411224875;205-919663;60
205;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;205-3560070454983;205-924595;12
205;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;205-3560071175856;205-728733;12
205;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;205-3560071175917;205-S54129;12
205;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;205-3560071176006;205-728739;12
238;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;238-3245414238145;238-915206;60
238;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;238-3245411224875;238-919663;60
238;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;238-3560070454983;238-924595;12
238;3560070530908;423070;4/4 FILETS MQX / MOUTARDE EC;1;6;238-3560070530908;238-423070;6
238;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;238-3560071175856;238-728733;12
238;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;238-3560071176006;238-728739;12
239;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;239-3245414238145;239-915206;60
239;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;239-3245411224875;239-919663;60
239;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;239-3560070454983;239-924595;12
239;3560070530816;423017;3/1 FILETS MQX / VIN BLANC EC;1;3;239-3560070530816;239-423017;3
239;3560070530847;420639;4/4 FILETS MQX / VIN BLANC EC;1;6;239-3560070530847;239-420639;6
239;3560070530908;423070;4/4 FILETS MQX / MOUTARDE EC;1;6;239-3560070530908;239-423070;6
239;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;239-3560071175856;239-728733;12
239;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;239-3560071175979;239-729167;12
239;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;239-3560071176006;239-728739;12
239;3560070015559;004513;3/2 PATE CHIEN BOEUF CARO.CRF;200;12;239-3560070015559;239-004513;2400
290;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;290-3245414238145;290-915206;60
290;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;290-3245411224875;290-919663;60
290;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;290-3560070454983;290-924595;12
290;3560070530847;420639;4/4 FILETS MQX / VIN BLANC EC;1;6;290-3560070530847;290-420639;6
290;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;290-3560071175856;290-728733;12
290;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;290-3560071175917;290-S54129;12
290;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;290-3560071175979;290-729167;12
290;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;290-3560071176006;290-728739;12
467;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;467-3245414238145;467-915206;60
467;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;467-3245411224875;467-919663;60
467;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;467-3560070454983;467-924595;12
467;3560071175733;728719;1/4 FLT MAQ VIN BLC CRF EXTRA;1;12;467-3560071175733;467-728719;12
467;3560071175795;728712;1/4 FLT MAQ MOUT ANC CRF EXTR;1;12;467-3560071175795;467-728712;12
467;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;467-3560071175917;467-S54129;12
467;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;467-3560071176006;467-728739;12
509;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;509-3245414238145;509-915206;60
509;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;509-3245411224875;509-919663;60
509;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;509-3560070454983;509-924595;12
509;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;509-3560071175856;509-728733;12
509;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;509-3560071175917;509-S54129;12
509;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;509-3560071175979;509-729167;12
509;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;509-3560071176006;509-728739;12
527;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;527-3245414238145;527-915206;60
527;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;527-3245411224875;527-919663;60
527;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;527-3560070454983;527-924595;12
527;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;527-3560071175856;527-728733;12
527;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;527-3560071175917;527-S54129;12
527;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;527-3560071176006;527-728739;12
528;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;528-3245414238145;528-915206;60
528;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;528-3245411224875;528-919663;60
528;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;528-3560070454983;528-924595;12
528;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;528-3560071175856;528-728733;12
528;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;528-3560071175917;528-S54129;12
528;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;528-3560071175979;528-729167;12
528;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;528-3560071176006;528-728739;12
542;3067163648989;N22216;775G CONFIT 2 CUISSES SO DELPE;1;6;542-3067163648989;542-N22216;6
555;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;555-3245414238145;555-915206;60
555;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;555-3245411224875;555-919663;60
555;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;555-3560070454983;555-924595;12
555;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;555-3560071175856;555-728733;12
555;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;555-3560071175917;555-S54129;12
555;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;555-3560071176006;555-728739;12
560;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;560-3245414238145;560-915206;60
560;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;560-3245411224875;560-919663;60
560;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;560-3560070454983;560-924595;12
560;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;560-3560071175856;560-728733;12
560;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;560-3560071175917;560-S54129;12
560;3560071175948;733523;1/4 FLT MAQ GRILLE HRB CRF EXT;1;12;560-3560071175948;560-733523;12
560;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;560-3560071175979;560-729167;12
619;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;619-3245414238145;619-915206;60
619;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;619-3245411224875;619-919663;60
619;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;619-3560070454983;619-924595;12
619;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;619-3560071175856;619-728733;12
619;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;619-3560071175917;619-S54129;12
619;3560071175948;733523;1/4 FLT MAQ GRILLE HRB CRF EXT;1;12;619-3560071175948;619-733523;12
619;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;619-3560071175979;619-729167;12
619;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;619-3560071176006;619-728739;12
791;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;791-3245414238145;791-915206;60
791;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;791-3245411224875;791-919663;60
791;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;791-3560070454983;791-924595;12
791;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;791-3560071175856;791-728733;12
791;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;791-3560071175917;791-S54129;12
791;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;791-3560071175979;791-729167;12
792;3067163648989;N22216;775G CONFIT 2 CUISSES SO DELPE;1;6;792-3067163648989;792-N22216;6
794;3067163648989;N22216;775G CONFIT 2 CUISSES SO DELPE;1;6;794-3067163648989;794-N22216;6
812;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;812-3245414238145;812-915206;60
812;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;812-3245411224875;812-919663;60
812;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;812-3560070454983;812-924595;12
812;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;812-3560071175856;812-728733;12
812;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;812-3560071175917;812-S54129;12
812;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;812-3560071175979;812-729167;12
812;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;812-3560071176006;812-728739;12
840;3245414238145;915206;500ML SCE CRUDI.EXT.LEG.CRF CL;5;12;840-3245414238145;840-915206;60
840;3245411224875;919663;500ML SCE CRUDITES NAT.CRF CLA;5;12;840-3245411224875;840-919663;60
840;3560070454983;924595;SAUCE CAESAR 500 ML CRF CLASSI;1;12;840-3560070454983;840-924595;12
840;3560071175733;728719;1/4 FLT MAQ VIN BLC CRF EXTRA;1;12;840-3560071175733;840-728719;12
840;3560071175795;728712;1/4 FLT MAQ MOUT ANC CRF EXTR;1;12;840-3560071175795;840-728712;12
840;3560071175856;728733;1/4 FILETS MAQ  NATUREL CRF EX;1;12;840-3560071175856;840-728733;12
840;3560071175917;S54129;1/4 MAQ MOUTARDE DIJON CRF EXT;1;12;840-3560071175917;840-S54129;12
840;3560071175979;729167;1/4 MAQ GRILLE NATUREL CRF EXT;1;12;840-3560071175979;840-729167;12
840;3560071176006;728739;1/4 FLT MAQ OLIVE CIT CRF EXT;1;12;840-3560071176006;840-728739;12
11;3560070323289;089564;500ML PUREE DE TOMATE CRF CLAS;5;864;11-3560070323289;11-089564;4320
11;3560070323289;130681;500ML PUREE DE TOMATE CRF CLAS;3;12;11-3560070323289;11-130681;36
11;3560070707294;254167;700G PUREE TOMATE BIO CRF;1;12;11-3560070707294;11-254167;12
11;3560070811373;160000;3X 200G PUREE TOMATES CRF CLAS;3;8;11-3560070811373;11-160000;24
11;3019080031146;157580;SARDI HLE SARDINE H PARME;1;24;11-3019080031146;11-157580;24
11;3019081238643;575362;135G SARDINES HL.OL PARMENTIER;1;24;11-3019081238643;11-575362;24
11;3019081238650;359532;135G SARDINES HL.OL.PIM.PARMEN;1;24;11-3019081238650;11-359532;24
11;3019081238667;359513;135G SARDINES HLE TO.CITR.PARM;1;12;11-3019081238667;11-359513;12
11;3019081238698;575358;135G SARDINES HLE TOUR.PARMENT;1;12;11-3019081238698;11-575358;12
11;3019081238704;576048;135G SARDINES TOMAT.PARMENTIER;1;12;11-3019081238704;11-576048;12
11;3019081238728;575364;135GX2 SARDINE HL.OLIV.PARMENT;1;12;11-3019081238728;11-575364;12
11;3019081238797;447999;4X135G SARDINES HL.OL PARMENTI;1;16;11-3019081238797;11-447999;16
11;3019089043065;T22265;3X55G SARDINE HLE OLIVE PARM;1;12;11-3019089043065;11-T22265;12
11;3019089044406;U39113;70G FLTS SARD. HO BIO PUGET;1;17;11-3019089044406;11-U39113;17
11;3560071175733;802496;1/4 FLT MAQ VIN BLC CRF EXTRA;1;15;11-3560071175733;11-802496;15
11;3560071175795;802493;1/4 FLT MAQ MOUT ANC CRF EXTR;1;15;11-3560071175795;11-802493;15
14;3560070323289;130681;500ML PUREE DE TOMATE CRF CLAS;3;12;14-3560070323289;14-130681;36
14;3560070707294;254167;700G PUREE TOMATE BIO CRF;1;12;14-3560070707294;14-254167;12
14;3560070811373;160000;3X 200G PUREE TOMATES CRF CLAS;3;8;14-3560070811373;14-160000;24
14;3560070343300;340571;3X1/4 SARDINE H.VEGET SIMPL;1;16;14-3560070343300;14-340571;16
14;3019080031146;157580;SARDI HLE SARDINE H PARME;1;24;14-3019080031146;14-157580;24
14;3019081238643;575362;135G SARDINES HL.OL PARMENTIER;1;24;14-3019081238643;14-575362;24
14;3019081238650;359532;135G SARDINES HL.OL.PIM.PARMEN;1;24;14-3019081238650;14-359532;24
14;3019081238667;359513;135G SARDINES HLE TO.CITR.PARM;1;12;14-3019081238667;14-359513;12
14;3019081238698;575358;135G SARDINES HLE TOUR.PARMENT;1;12;14-3019081238698;14-575358;12
14;3019081238704;576048;135G SARDINES TOMAT.PARMENTIER;1;12;14-3019081238704;14-576048;12
14;3019081238728;575364;135GX2 SARDINE HL.OLIV.PARMENT;1;12;14-3019081238728;14-575364;12
14;3019081238797;447999;4X135G SARDINES HL.OL PARMENTI;1;16;14-3019081238797;14-447999;16
14;3019089044406;U39113;70G FLTS SARD. HO BIO PUGET;1;17;14-3019089044406;14-U39113;17
174;3560070323289;089564;500ML PUREE DE TOMATE CRF CLAS;3;864;174-3560070323289;174-089564;2592
174;3560070323289;130681;500ML PUREE DE TOMATE CRF CLAS;3;12;174-3560070323289;174-130681;36
174;3560070707294;254167;700G PUREE TOMATE BIO CRF;1;12;174-3560070707294;174-254167;12
174;3560070811373;160000;3X 200G PUREE TOMATES CRF CLAS;3;8;174-3560070811373;174-160000;24
174;3560070343300;340571;3X1/4 SARDINE H.VEGET SIMPL;1;16;174-3560070343300;174-340571;16
174;3019080031146;157580;SARDI HLE SARDINE H PARME;1;24;174-3019080031146;174-157580;24
174;3019081238643;575362;135G SARDINES HL.OL PARMENTIER;1;24;174-3019081238643;174-575362;24
174;3019081238650;359532;135G SARDINES HL.OL.PIM.PARMEN;1;24;174-3019081238650;174-359532;24
174;3019081238667;359513;135G SARDINES HLE TO.CITR.PARM;1;12;174-3019081238667;174-359513;12
174;3019081238698;575358;135G SARDINES HLE TOUR.PARMENT;1;12;174-3019081238698;174-575358;12
174;3019081238704;576048;135G SARDINES TOMAT.PARMENTIER;1;12;174-3019081238704;174-576048;12
174;3019081238728;575364;135GX2 SARDINE HL.OLIV.PARMENT;1;12;174-3019081238728;174-575364;12
174;3019081238797;447999;4X135G SARDINES HL.OL PARMENTI;1;16;174-3019081238797;174-447999;16
174;3019089043065;T22265;3X55G SARDINE HLE OLIVE PARM;1;12;174-3019089043065;174-T22265;12
174;3019089044406;U39113;70G FLTS SARD. HO BIO PUGET;1;17;174-3019089044406;174-U39113;17
174;3560071175733;802496;1/4 FLT MAQ VIN BLC CRF EXTRA;1;15;174-3560071175733;174-802496;15
195;3560070323289;089564;500ML PUREE DE TOMATE CRF CLAS;5;864;195-3560070323289;195-089564;4320
195;3560070323289;130681;500ML PUREE DE TOMATE CRF CLAS;3;12;195-3560070323289;195-130681;36
195;3560070707294;254167;700G PUREE TOMATE BIO CRF;1;12;195-3560070707294;195-254167;12
195;3560070811373;160000;3X 200G PUREE TOMATES CRF CLAS;3;8;195-3560070811373;195-160000;24
195;3560070343300;340571;3X1/4 SARDINE H.VEGET SIMPL;1;16;195-3560070343300;195-340571;16
195;3019080031146;157580;SARDI HLE SARDINE H PARME;1;24;195-3019080031146;195-157580;24
195;3019081238643;575362;135G SARDINES HL.OL PARMENTIER;1;24;195-3019081238643;195-575362;24
195;3019081238650;359532;135G SARDINES HL.OL.PIM.PARMEN;1;24;195-3019081238650;195-359532;24
195;3019081238667;359513;135G SARDINES HLE TO.CITR.PARM;1;12;195-3019081238667;195-359513;12
