N° Rayon;Libellé Rayon;N° Groupe de familles;Libellé Groupe de famille;N° Famille;Libellé Famille;Facteur;A supprimer le
62;ENFANT;625;FILLE 8/16 ANS;6252;BERMUDA  SHORT 8/16 FILLE;1;
62;ENFANT;625;FILLE 8/16 ANS;6253;PANTALON/SALOPETTE 8/16 F;1;
62;ENFANT;625;FILLE 8/16 ANS;6254;CONFECTION 8/16 FILLE;1;
62;ENFANT;625;FILLE 8/16 ANS;6255;SPORT 8/16 FILLE;1;
62;ENFANT;625;FILLE 8/16 ANS;6256;SKI / BAIN 8/16 FILLE;1;
62;ENFANT;625;FILLE 8/16 ANS;6258;CHEMISIER/ROBE/JUPE 8/16 FILLE;1;
62;ENFANT;625;FILLE 8/16 ANS;6259;LICENCES 8/16 FILLE;1;
62;ENFANT;626;GARCON 8/16 ANS;6260;TRICOTAGE M/C 8/16 GARCON;1;
62;ENFANT;626;GARCON 8/16 ANS;6261;TRICOTAGE M/L 8/16 GARCON;1;
62;ENFANT;626;GARCON 8/16 ANS;6262;BERMUDA/SHORT  8/16 G;1;
62;ENFANT;626;GARCON 8/16 ANS;6263;PANTALON/CHEMISE 8/16 G;1;
62;ENFANT;626;GARCON 8/16 ANS;6264;CONFECTION 8/16 GARCON;1;
62;ENFANT;626;GARCON 8/16 ANS;6265;SPORT 8/16 GARCON;1;
62;ENFANT;626;GARCON 8/16 ANS;6266;SKI / BAIN 8/16 GARCON;1;
62;ENFANT;626;GARCON 8/16 ANS;6267;ACTUALISATION GARCON 8/16;1;
62;ENFANT;626;GARCON 8/16 ANS;6268;SPORT DE MARQUE;1;
62;ENFANT;626;GARCON 8/16 ANS;6269;LICENCES GARCON 8/16;1;
62;ENFANT;627;SOUS-VETEMENT DE PROTECTION;6270;TABLIER FILLE 2/ 8 ANS;1;
62;ENFANT;627;SOUS-VETEMENT DE PROTECTION;6271;TABLIER GARCON 2/8 ANS;1;
62;ENFANT;627;SOUS-VETEMENT DE PROTECTION;6273;BLOUSE GARCON 8/ 16 ANS;1;
62;ENFANT;629;REMBOURSEMENT;6299;REMBOURSEMENT;1;
63;FEMME;630;SOUS-VETEMENT FEMME;6300;BONNETERIE  BAS SEUL;1;
63;FEMME;630;SOUS-VETEMENT FEMME;6301;BONNETERIE  HAUT SEUL;1;
63;FEMME;630;SOUS-VETEMENT FEMME;6302;COORDONNEES BAS;1;
63;FEMME;630;SOUS-VETEMENT FEMME;6303;COORDONNEES HAUT;1;
63;FEMME;630;SOUS-VETEMENT FEMME;6304;FOND DE ROBE;1;
63;FEMME;630;SOUS-VETEMENT FEMME;6305;JUPON;1;
63;FEMME;631;CHAUSSETTE FEMME;6310;SOCQUETTE;1;
63;FEMME;631;CHAUSSETTE FEMME;6311;MI- CHAUSSETTE;1;
63;FEMME;631;CHAUSSETTE FEMME;6312;MI-BAS;1;
63;FEMME;631;CHAUSSETTE FEMME;6313;SPORT;1;
63;FEMME;631;CHAUSSETTE FEMME;6314;COLLANT OPAQUE / EPAIS;1;
63;FEMME;631;CHAUSSETTE FEMME;6315;COLLANT MOUSSE /  LYCRA;1;
63;FEMME;631;CHAUSSETTE FEMME;6316;COLLANT VOILE /  LYCRA;1;
63;FEMME;631;CHAUSSETTE FEMME;6317;COLLANT SPECIFIQUE;1;
63;FEMME;631;CHAUSSETTE FEMME;6318;BAS;1;
63;FEMME;631;CHAUSSETTE FEMME;6319;MI-BAS / SOCQUETTE;1;
63;FEMME;632;LINGERIE DE NUIT;6320;PYJAMA LONG;1;
63;FEMME;632;LINGERIE DE NUIT;6321;PYJAMA COURT;1;
63;FEMME;632;LINGERIE DE NUIT;6322;SEPARABLE HAUT / BAS;1;
63;FEMME;632;LINGERIE DE NUIT;6323;CHEMISE DE NUIT COURTE;1;
63;FEMME;632;LINGERIE DE NUIT;6324;CHEMISE DE NUIT LONGUE;1;
63;FEMME;632;LINGERIE DE NUIT;6325;PEIGNOIR  ROBE DE CHAMBRE;1;
63;FEMME;632;LINGERIE DE NUIT;6327;ENSEMBLE;1;
63;FEMME;632;LINGERIE DE NUIT;6328;ACTUALISATION LINGERIE;1;
63;FEMME;633;TRICOTAGE;6330;PIECE DU HAUT M / L LEGER;1;
63;FEMME;633;TRICOTAGE;6331;PIECE DU HAUT  M / LOURD;1;
63;FEMME;633;TRICOTAGE;6332;PIECE DU HAUT M / C;1;
63;FEMME;633;TRICOTAGE;6333;PIECE DU BAS MAILLE;1;
63;FEMME;633;TRICOTAGE;6334;TRICOTAGE MARQUE;1;
63;FEMME;634;PRET A PORTER;6340;PANTALON VILLE;1;
63;FEMME;634;PRET A PORTER;6341;JUPE;1;
63;FEMME;634;PRET A PORTER;6342;ROBE;1;
63;FEMME;634;PRET A PORTER;6343;CHEMISE / CHEMISIER;1;
63;FEMME;634;PRET A PORTER;6344;COORDONNES;1;
63;FEMME;634;PRET A PORTER;6345;PAP MARQUE;1;
63;FEMME;634;PRET A PORTER;-634; Famille inconnnue;1;
63;FEMME;635;NEO-JEANNERIE;6350;PANTALON /SALOPETTE;1;
63;FEMME;635;NEO-JEANNERIE;6351;BERMUDA / SHORT;1;
63;FEMME;635;NEO-JEANNERIE;6352;COORDONNES;1;
63;FEMME;635;NEO-JEANNERIE;6353;NEO JEANNERIE MARQUE;1;
63;FEMME;635;NEO-JEANNERIE;6354;NEO LICENCES SPECIFIQUES;1;
63;FEMME;636;CONFECTION;6360;VESTE;1;
63;FEMME;636;CONFECTION;6361;IMPERMEABLE;1;
63;FEMME;636;CONFECTION;6362;MANTEAU;1;
63;FEMME;636;CONFECTION;6363;BLOUSON;1;
63;FEMME;636;CONFECTION;6364;PARKA;1;
63;FEMME;636;CONFECTION;6365;DOUDOUNE;1;
63;FEMME;636;CONFECTION;6366;CUIR;1;
63;FEMME;636;CONFECTION;6367;COUPE-VENT;1;
63;FEMME;637;SPORT/SKI/BAIN;6370;SURVETEMENT;1;
63;FEMME;637;SPORT/SKI/BAIN;6371;ELEMENT DE SPORT;1;
63;FEMME;637;SPORT/SKI/BAIN;6372;SPORT DE MARQUE;1;
63;FEMME;637;SPORT/SKI/BAIN;6373;SKI;1;
63;FEMME;637;SPORT/SKI/BAIN;6374;BAIN;1;
63;FEMME;638;ACTUALISATION FEMME;6380;ACTUALISATION;1;
63;FEMME;638;ACTUALISATION FEMME;6381;ACTUALISATION GRANDES TAILLES;1;
63;FEMME;638;ACTUALISATION FEMME;6382;ACTUALISATION THEME INTERM;1;
63;FEMME;638;ACTUALISATION FEMME;6383;ACTUALISATION GT THEME INTERM;1;
63;FEMME;639;REMBOURSEMENT;6399;REMBOURSEMENT;1;
64;HOMME;640;SOUS-VETEMENT HOMME;6400;STRING;1;
64;HOMME;640;SOUS-VETEMENT HOMME;6401;MINI SLIP;1;
64;HOMME;640;SOUS-VETEMENT HOMME;6402;SLIP TAILLE BASSE;1;
64;HOMME;640;SOUS-VETEMENT HOMME;6403;SLIP TAILLE HAUTE;1;
64;HOMME;640;SOUS-VETEMENT HOMME;6404;CALECON COURT MAILLE;1;
64;HOMME;640;SOUS-VETEMENT HOMME;6405;CALECON COURT CHAINE TRAM;1;
64;HOMME;640;SOUS-VETEMENT HOMME;6406;HAUT DU CORPS;1;
64;HOMME;640;SOUS-VETEMENT HOMME;6407;SOUS-VETEMENT CHAUD;1;
64;HOMME;641;CHAUSSETTE HOMME;6410;MI- CHAUSSETTE SYNTHE;1;
64;HOMME;641;CHAUSSETTE HOMME;6411;MI-CHAUSSETTE COTON;1;
64;HOMME;641;CHAUSSETTE HOMME;6412;MI-CHAUSSETTE FIL ECOSSE;1;
64;HOMME;641;CHAUSSETTE HOMME;6413;MI-CHAUSSETTE LAINE;1;
64;HOMME;641;CHAUSSETTE HOMME;6414;MI-BAS;1;
64;HOMME;641;CHAUSSETTE HOMME;6415;SPORT;1;
64;HOMME;641;CHAUSSETTE HOMME;6417;CHAUSSETTE LICENCE;1;
64;HOMME;642;LINGERIE DE NUIT;6420;PYJAMA COURT;1;
64;HOMME;642;LINGERIE DE NUIT;6421;PYJAMA LONG;1;
64;HOMME;642;LINGERIE DE NUIT;6422;SEPARABLE HAUT / BAS;1;
64;HOMME;642;LINGERIE DE NUIT;6423;ROBE DE CHAMBRE  PEIGNOIR;1;
64;HOMME;643;TRICOTAGE;6430;DEBARDEUR;1;
64;HOMME;643;TRICOTAGE;6431;TEE SHIRT;1;
64;HOMME;643;TRICOTAGE;6432;POLO MANCHE COURTES;1;
64;HOMME;643;TRICOTAGE;6433;POLO / SWEAT / M / L;1;
64;HOMME;643;TRICOTAGE;6434;PULL;1;
64;HOMME;644;PRET A PORTER;6440;CHEMISE  M / L VILLE;1;
64;HOMME;644;PRET A PORTER;6441;CHEMISE  M / C  VILLE;1;
64;HOMME;644;PRET A PORTER;6442;PANTALON VILLE;1;
64;HOMME;644;PRET A PORTER;6443;BLAZER /VESTE / GILET;1;
64;HOMME;644;PRET A PORTER;6444;COSTUME;1;
64;HOMME;645;NEO-JEANNERIE;6450;CHEMISE M / L DETENTE;1;
64;HOMME;645;NEO-JEANNERIE;6451;CHEMISE M / C  DETENTE;1;
64;HOMME;645;NEO-JEANNERIE;6452;PANTALON DENIM;1;
64;HOMME;645;NEO-JEANNERIE;6453;PANTALON TOILE;1;
64;HOMME;645;NEO-JEANNERIE;6454;PANTALON VELOURS;1;
64;HOMME;645;NEO-JEANNERIE;6455;SHORT / BERMUDA;1;
64;HOMME;645;NEO-JEANNERIE;6456;NEO LICENCES SPECIFIQUES;1;
64;HOMME;646;CONFECTION;6460;IMPERMEABLE;1;
64;HOMME;646;CONFECTION;6461;MANTEAU;1;
64;HOMME;646;CONFECTION;6462;BLOUSON / COUPE-VENT;1;
64;HOMME;646;CONFECTION;6463;PARKA;1;
64;HOMME;646;CONFECTION;6464;CUIR;1;
64;HOMME;647;SPORT;6470;SURVETEMENT;1;
64;HOMME;647;SPORT;6471;ELEMENT DE SPORT;1;
64;HOMME;647;SPORT;6472;SPORT DE MARQUE;1;
64;HOMME;647;SPORT;6473;COUPE-VENT;1;
64;HOMME;648;SKI/BAIN/GD TAILLE/TRAVAIL;6480;SKI;1;
64;HOMME;648;SKI/BAIN/GD TAILLE/TRAVAIL;6481;BAIN;1;
64;HOMME;648;SKI/BAIN/GD TAILLE/TRAVAIL;6482;GRANDES TAILLES;1;
64;HOMME;648;SKI/BAIN/GD TAILLE/TRAVAIL;6483;TRAVAIL;1;
64;HOMME;649;REMBOURSEMENT;6499;REMBOURSEMENT;1;
65;LINGE DE MAISON;650;LINGE DE LIT UNI;6500;DRAP HOUSSE UNI;1;
65;LINGE DE MAISON;650;LINGE DE LIT UNI;6501;DRAP PLAT UNI;1;
65;LINGE DE MAISON;651;LINGE DE LIT FANTAISIE/PARURES;6510;LITERIE FANTAISIE ENFANT;1;
65;LINGE DE MAISON;651;LINGE DE LIT FANTAISIE/PARURES;6511;LITERIE FANTAISIE ADULTE;1;
65;LINGE DE MAISON;651;LINGE DE LIT FANTAISIE/PARURES;6512;PARURE FANTAISIE;1;
65;LINGE DE MAISON;652;ACCESSOIRES LITERIE;6520;OREILLERS;1;
65;LINGE DE MAISON;652;ACCESSOIRES LITERIE;6521;TRAVERSIN;1;
65;LINGE DE MAISON;652;ACCESSOIRES LITERIE;6522;ALEZE / PROTEGE MATELAS;1;
65;LINGE DE MAISON;653;COUVERTURE/DESSUS DE LIT;6530;COUVERTURE SYNTHETIQUE;1;
65;LINGE DE MAISON;653;COUVERTURE/DESSUS DE LIT;6531;COUVERTURE NATUREL;1;
65;LINGE DE MAISON;653;COUVERTURE/DESSUS DE LIT;6532;DESSUS DE LIT;1;
65;LINGE DE MAISON;654;COUETTE;6540;COUETTE SYNTHETIQUE UNIE;1;
65;LINGE DE MAISON;654;COUETTE;6541;COUETTE SYNTHETIQUE FSIE;1;
65;LINGE DE MAISON;654;COUETTE;6542;COUETTE AUTRE GARNISSAGE;1;
65;LINGE DE MAISON;655;LINGE DE TOILETTE;6550;EPONGE UNIE;1;
65;LINGE DE MAISON;655;LINGE DE TOILETTE;6551;EPONGE FANTAISIE;1;
65;LINGE DE MAISON;655;LINGE DE TOILETTE;6552;PEIGNOIR ENFANT;1;
65;LINGE DE MAISON;655;LINGE DE TOILETTE;6553;PEIGNOIR ADULTE;1;
65;LINGE DE MAISON;655;LINGE DE TOILETTE;6554;LOT EPONGE;1;
65;LINGE DE MAISON;655;LINGE DE TOILETTE;6555;TAPIS DE BAIN;1;
65;LINGE DE MAISON;655;LINGE DE TOILETTE;6556;DRAP DE PLAGE;1;
65;LINGE DE MAISON;656;LINGE DE TABLE ET CUISINE;6560;NAPPE TISSEE;1;
65;LINGE DE MAISON;656;LINGE DE TABLE ET CUISINE;6561;NAPPE TISSUS ENDUIT;1;
65;LINGE DE MAISON;656;LINGE DE TABLE ET CUISINE;6562;LOT DE TABLE;1;
65;LINGE DE MAISON;656;LINGE DE TABLE ET CUISINE;6563;PROTEGE TABLE;1;
65;LINGE DE MAISON;656;LINGE DE TABLE ET CUISINE;6564;TORCHON / ACCESSOIRES;1;
65;LINGE DE MAISON;656;LINGE DE TABLE ET CUISINE;6565;TABLIER / BLOUSE CUISINE;1;
65;LINGE DE MAISON;657;VOILAGE/DECO/MERCERIE;6570;VOILAGE;1;
65;LINGE DE MAISON;657;VOILAGE/DECO/MERCERIE;6571;DECO;1;
65;LINGE DE MAISON;657;VOILAGE/DECO/MERCERIE;6572;TISSU AU METRE;1;
65;LINGE DE MAISON;657;VOILAGE/DECO/MERCERIE;6573;COUSSIN;1;
65;LINGE DE MAISON;657;VOILAGE/DECO/MERCERIE;6574;MERCERIE;1;
65;LINGE DE MAISON;658;MOUCHOIRS;6580;MOUCHOIRS;1;
65;LINGE DE MAISON;659;REMBOURSEMENT;6599;REMBOURSEMENT;1;
66;ACCESSOIRES;660;BEBE;6600;CHAPELLERIE BEBE;1;
66;ACCESSOIRES;661;ENFANT;6610;CHAPELLERIE ENFANT;1;
66;ACCESSOIRES;661;ENFANT;6611;CEINTUR BRETEL  CRAVAT;1;
66;ACCESSOIRES;661;ENFANT;6612;PARAPLUIE/PETITE MARO/BANANE;1;
66;ACCESSOIRES;661;ENFANT;6613;ACTUALISATION ENFANT;1;
66;ACCESSOIRES;662;FEMME;6620;CHAPELLERIE FEMME;1;
66;ACCESSOIRES;662;FEMME;6621;GANTS CUIR;1;
66;ACCESSOIRES;662;FEMME;6622;CEINTURE;1;
66;ACCESSOIRES;662;FEMME;6623;FOULARD /BANDANA;1;
66;ACCESSOIRES;662;FEMME;6624;PARAPLUIE FEMME;1;
66;ACCESSOIRES;662;FEMME;6625;PETITE MAROQUINERIE;1;
66;ACCESSOIRES;662;FEMME;6626;SAC / BANANE;1;
66;ACCESSOIRES;662;FEMME;6627;PAREO;1;
66;ACCESSOIRES;662;FEMME;6628;ACTUALISATION EFMME;1;
66;ACCESSOIRES;663;HOMME;6630;CHAPELLERIE HOMME;1;
66;ACCESSOIRES;663;HOMME;6631;GANTS CUIR;1;
66;ACCESSOIRES;663;HOMME;6632;CEINTURE;1;
66;ACCESSOIRES;663;HOMME;6633;CRAVATES / NOEUD PAPILLON;1;
66;ACCESSOIRES;663;HOMME;6634;PARAPLUIE;1;
66;ACCESSOIRES;663;HOMME;6635;PETITE MAROQUINERIE;1;
66;ACCESSOIRES;663;HOMME;6636;SAC / BANANE;1;
66;ACCESSOIRES;663;HOMME;6637;ACTUALISATION HOMME;1;
66;ACCESSOIRES;664;GANTS DE SKI;6640;GANTS;1;
66;ACCESSOIRES;665;LUNETTES;6650;LUNETTES DE SKI;1;
66;ACCESSOIRES;665;LUNETTES;6651;LUNETTES DE SOLEIL;1;
66;ACCESSOIRES;666;BIJOUTERIE FANTAISIE;6660;BIJOUTERIE FSIE ENFANT;1;
66;ACCESSOIRES;666;BIJOUTERIE FANTAISIE;6661;BIJOUTERIE FSIE FEMME;1;
66;ACCESSOIRES;666;BIJOUTERIE FANTAISIE;6662;BIJOUTERIE FSIE HOMME;1;
66;ACCESSOIRES;669;REMBOURSEMENT;6699;REMBOURSEMENT;1;
67;BIJOUTERIE;670;HORLOGERIE;6700;BIJOUX;1;
67;BIJOUTERIE;670;HORLOGERIE;6701;MONTRE;1;
67;BIJOUTERIE;670;HORLOGERIE;6702;BRACELETS MONTRE;1;
67;BIJOUTERIE;670;HORLOGERIE;6703;REVEIL;1;
67;BIJOUTERIE;679;SAV ET GESTION BIJOUTERIE;6790;REPARATION BIJOUTERIE;1;
67;BIJOUTERIE;679;SAV ET GESTION BIJOUTERIE;6791;ACCESSOIRES BIJOUTERIE;1;
67;BIJOUTERIE;679;SAV ET GESTION BIJOUTERIE;6799;REMBOURSEMENT;1;
71;LIVRAISONS A DOMICILE;710;LIVRAISON ET PREPARATION;7100;LIVRAISON A DOMICILE;1;
71;LIVRAISONS A DOMICILE;710;LIVRAISON ET PREPARATION;7101;LIVRAISON SANS PREPARATION;1;
71;LIVRAISONS A DOMICILE;710;LIVRAISON ET PREPARATION;-710; Famille inconnnue;1;
71;LIVRAISONS A DOMICILE;-71; Groupe de famille inconnu;-719; Famille inconnnue;1;
72;BONS DE REDUCTION;720;BONS DE REDUCTION;7200;BONS DE REDUCTION;1;
72;BONS DE REDUCTION;-72; Groupe de famille inconnu;-729; Famille inconnnue;1;
74;CARBURANT;740;CARBURANT LIBRE-SERVICE;7400;CARBURANT;1;
74;CARBURANT;741;FUEL DOMESTIQUE;7410;FUEL DOMESTIQUE;1;
74;CARBURANT;742;GAZ;7420;GAZ;1;
74;CARBURANT;-74; Groupe de famille inconnu;-743; Famille inconnnue;1;
74;CARBURANT;-74; Groupe de famille inconnu;-749; Famille inconnnue;1;
80;MUSIQUE;800;MUSIQUE;8000;CD 2 TITRES;1;
80;MUSIQUE;800;MUSIQUE;8001;MEILLEURES VENTES;1;
80;MUSIQUE;800;MUSIQUE;8002;COMPACT DISQUE;1;
80;MUSIQUE;800;MUSIQUE;8003;CASSETTE AUDIO;1;
80;MUSIQUE;800;MUSIQUE;8004;FOLKLORE MUSIQUE DU MONDE CD;1;
80;MUSIQUE;800;MUSIQUE;8005;FOLKLORE MUSIQUE DU MONDE K7;1;
80;MUSIQUE;800;MUSIQUE;8006;MUSIQUE ENFANT;1;
80;MUSIQUE;800;MUSIQUE;8008;PRODUITS DERIVES;1;
80;MUSIQUE;800;MUSIQUE;8009;NOUVEAUX SUPPORTS;1;
80;MUSIQUE;809;GESTION METIER MUSIQUE;8099;GESTION METIER MUSIQUE;1;
81;VIDEO;811;VIDEO DVD ET HD;8110;HD ENFANT / FAMILLE;1;
81;VIDEO;811;VIDEO DVD ET HD;8111;HD FILM;1;
81;VIDEO;811;VIDEO DVD ET HD;8112;HD HORS FILM;1;
81;VIDEO;811;VIDEO DVD ET HD;8113;HD COFFRET;1;
81;VIDEO;811;VIDEO DVD ET HD;8114;HD COLLECTION PROMO;1;
81;VIDEO;811;VIDEO DVD ET HD;8115;DVD ENFANT / FAMILLE;1;
81;VIDEO;811;VIDEO DVD ET HD;8116;DVD FILM;1;
81;VIDEO;811;VIDEO DVD ET HD;8117;DVD HORS FILM;1;
81;VIDEO;811;VIDEO DVD ET HD;8118;DVD COFFRET;1;
81;VIDEO;811;VIDEO DVD ET HD;8119;DVD COLLECTION PROMO;1;
81;VIDEO;819;GESTION METIER VIDEO;8199;GESTION METIER VIDEO;1;
82;LIBRAIRIE;822;LIVRE ADULTE;8220;ACTUALITE LITTERAIRE;1;
82;LIBRAIRIE;822;LIVRE ADULTE;8221;LITTERATURE;1;
82;LIBRAIRIE;822;LIVRE ADULTE;8222;POCHE LITTERATURE;1;
82;LIBRAIRIE;822;LIVRE ADULTE;8223;POCHE SENTIMENTAL;1;
82;LIBRAIRIE;822;LIVRE ADULTE;8224;POCHE POLICIER THRILLER;1;
82;LIBRAIRIE;822;LIVRE ADULTE;8225;SCIENCE FICTION-TERREUR;1;
82;LIBRAIRIE;823;LIVRE PRATIQUE;8230;CUISINE;1;
82;LIBRAIRIE;823;LIVRE PRATIQUE;8231;MEDECINE-SANTE;1;
82;LIBRAIRIE;823;LIVRE PRATIQUE;8232;ASTROLOGIE-ESOTERISME;1;
82;LIBRAIRIE;823;LIVRE PRATIQUE;8233;FAUNE ET FLORE;1;
82;LIBRAIRIE;823;LIVRE PRATIQUE;8234;LOISIRS;1;
82;LIBRAIRIE;823;LIVRE PRATIQUE;8235;CONNAISSANCE-FORMATION;1;
82;LIBRAIRIE;823;LIVRE PRATIQUE;8236;TOURISME;1;
82;LIBRAIRIE;823;LIVRE PRATIQUE;8237;LIVRE INFORMATIQUE;1;
82;LIBRAIRIE;823;LIVRE PRATIQUE;8238;PRESSE;1;
82;LIBRAIRIE;823;LIVRE PRATIQUE;8239;BEAUX LIVRES;1;
82;LIBRAIRIE;824;LIVRE SCOLAIRE;8240;CAHIER VACANCES-SOUTIEN;1;
82;LIBRAIRIE;824;LIVRE SCOLAIRE;8241;LIVRE DE SOUTIEN-EXAMENS;1;
82;LIBRAIRIE;824;LIVRE SCOLAIRE;8242;CLASSIQUE ET SPECIFIQUE;1;
82;LIBRAIRIE;824;LIVRE SCOLAIRE;8243;DICTIONNAIRES ET METHODES;1;
82;LIBRAIRIE;825;LIVRE ENFANT;8250;DISNEY;1;
82;LIBRAIRIE;825;LIVRE ENFANT;8251;COLORIAGE ET COLLAGE;1;
82;LIBRAIRIE;825;LIVRE ENFANT;8252;LIVRE 0 A 3 ANS;1;
82;LIBRAIRIE;825;LIVRE ENFANT;8253;LIVRE 3 A 6 ANS;1;
82;LIBRAIRIE;825;LIVRE ENFANT;8254;LIVRE 6 A 9 ANS;1;
82;LIBRAIRIE;825;LIVRE ENFANT;8255;LIVRE A PARTIR DE 9 ANS;1;
82;LIBRAIRIE;825;LIVRE ENFANT;8256;POCHE JEUNESSE;1;
82;LIBRAIRIE;825;LIVRE ENFANT;8257;MANGA;1;
82;LIBRAIRIE;825;LIVRE ENFANT;8258;BANDES DESSINEES;1;
82;LIBRAIRIE;829;GESTION METIER LIBRAIRIE;8299;GESTION METIER LIBRAIRIE;1;
83;JEUX VIDEO ET LOGICIELS;835;LOGICIEL;8350;LOGICIEL DE JEUX;1;
83;JEUX VIDEO ET LOGICIELS;835;LOGICIEL;8351;LOGICIEL CULTUREL-EDUCATIF;1;
83;JEUX VIDEO ET LOGICIELS;835;LOGICIEL;8352;DVD ROM DE JEUX;1;
83;JEUX VIDEO ET LOGICIELS;835;LOGICIEL;8353;DVD ROM CULTUREL-EDUCATIF;1;
83;JEUX VIDEO ET LOGICIELS;836;CONSOLE ET JEUX VIDEO;8360;CONSOLE;1;
83;JEUX VIDEO ET LOGICIELS;836;CONSOLE ET JEUX VIDEO;8361;ACCESSOIRE CONSOLE PLAYSTATION;1;
83;JEUX VIDEO ET LOGICIELS;836;CONSOLE ET JEUX VIDEO;8362;ACC CONSOLE XBOX 360;1;
83;JEUX VIDEO ET LOGICIELS;836;CONSOLE ET JEUX VIDEO;8363;ACCESSOIRE CONSOLE X-BOX;1;
83;JEUX VIDEO ET LOGICIELS;836;CONSOLE ET JEUX VIDEO;8364;ACCESSOIRE CONSOLE WII/GC;1;
83;JEUX VIDEO ET LOGICIELS;836;CONSOLE ET JEUX VIDEO;8365;ACCESSOIRE CONSOLE PSP;1;
83;JEUX VIDEO ET LOGICIELS;836;CONSOLE ET JEUX VIDEO;8366;ACCESSOIRE CONSOLE GAME BOY;1;
83;JEUX VIDEO ET LOGICIELS;836;CONSOLE ET JEUX VIDEO;8367;GUIDE DE JEUX CONSOLE;1;
83;JEUX VIDEO ET LOGICIELS;836;CONSOLE ET JEUX VIDEO;8368;JEUX CONSOLE DE SALON;1;
83;JEUX VIDEO ET LOGICIELS;836;CONSOLE ET JEUX VIDEO;8369;JEUX CONSOLE PORTABLE;1;
83;JEUX VIDEO ET LOGICIELS;839;GESTION METIER JEUX VIDEO-LOG;8399;GESTION METIER JEUX VIDEO-LOG;1;
